case_id,checkpoint_id,step_id,step_position,split,model_source,H_t,H_t_minus_1,delta_H,A_t,A_t_plus_1,I_nec,I_plus,I_minus,burst_flag,gate_pass,unverifiable_flag,boundary_flag,difficulty_tier
dtest_case_0092,dtest_case_0092_t0,step_t0_0092,t0,dtest,gpt-4,0.4269,0.3093,0.1176,0.7742,0.7649,0.1748,0.4153,0.0275,False,True,False,False,hard
dtest_case_0092,dtest_case_0092_t1,step_t1_0092,t1,dtest,gpt-4,0.083,0.4269,-0.3439,0.8301,0.9596,0.2912,0.1139,0.3904,False,True,False,False,hard
dtest_case_0093,dtest_case_0093_t0,step_t0_0093,t0,dtest,gpt-4,0.5047,0.4664,0.0383,0.1673,0.0777,-0.1161,0.2391,0.3583,True,True,False,False,medium
dtest_case_0093,dtest_case_0093_t1,step_t1_0093,t1,dtest,gpt-4,0.7135,0.5047,0.2088,0.1013,0.2444,0.3601,0.2604,0.2466,False,True,False,False,medium
dtest_case_0096,dtest_case_0096_t0,step_t0_0096,t0,dtest,gpt-4,0.0675,0.0509,0.0166,0.8595,0.088,0.088,0.275,0.1555,False,True,False,False,hard
dtest_case_0096,dtest_case_0096_t2,step_t2_0096,t2,dtest,gpt-4,0.6232,0.0675,0.5557,0.4677,0.2987,0.148,0.0064,0.397,False,True,False,False,hard
dtest_case_0097,dtest_case_0097_t1,step_t1_0097,t1,dtest,gemini-pro,0.6426,0.2698,0.3728,0.1663,0.2676,-0.2456,0.1105,0.3914,False,True,False,False,complex
dtest_case_0097,dtest_case_0097_t2,step_t2_0097,t2,dtest,gemini-pro,0.5813,0.6426,-0.0613,0.0742,0.0,0.2766,0.1347,0.2158,False,True,False,False,complex
dtest_case_0098,dtest_case_0098_t0,step_t0_0098,t0,dtest,mistral,0.0932,0.0,0.0932,0.6822,0.9861,0.1442,0.0753,0.137,False,True,False,False,medium
dtest_case_0099,dtest_case_0099_t0,step_t0_0099,t0,dtest,gemini-pro,0.3533,0.2418,0.1115,0.8642,0.6424,-0.0242,0.0469,0.2309,False,False,False,False,easy
dtest_case_0100,dtest_case_0100_t1,step_t1_0100,t1,dtest,gpt-4,0.2235,0.0902,0.1333,0.8453,0.9247,0.2709,0.4407,0.1112,False,True,False,False,easy
dtest_case_0101,dtest_case_0101_t1,step_t1_0101,t1,dtest,mistral,0.8959,0.2144,0.6815,0.1899,0.3469,0.3076,0.3075,0.2752,False,True,False,False,hard
dtest_case_0101,dtest_case_0101_t2,step_t2_0101,t2,dtest,mistral,0.7424,0.8959,-0.1535,0.2859,0.0739,0.32,0.4163,0.0044,False,True,False,False,hard
dtest_case_0102,dtest_case_0102_t0,step_t0_0102,t0,dtest,claude-3,0.8414,0.7396,0.1018,0.3903,0.3868,-0.3119,0.251,0.0499,False,True,False,True,hard
dtest_case_0103,dtest_case_0103_t0,step_t0_0103,t0,dtest,gpt-4,0.3622,0.3296,0.0326,0.6982,0.8652,-0.0991,0.0892,0.0116,False,True,False,False,hard
dtest_case_0103,dtest_case_0103_t2,step_t2_0103,t2,dtest,gpt-4,0.5816,0.3622,0.2194,0.2245,0.1239,-0.1503,0.2551,0.2894,True,True,False,False,hard
dtest_case_0104,dtest_case_0104_t1,step_t1_0104,t1,dtest,codellama,0.8163,0.0632,0.7531,0.269,0.2897,-0.2591,0.0115,0.1288,False,True,False,False,medium
dtest_case_0104,dtest_case_0104_t2,step_t2_0104,t2,dtest,codellama,0.8129,0.8163,-0.0034,0.3857,0.1402,0.0049,0.4126,0.2081,False,True,False,False,medium
dtest_case_0105,dtest_case_0105_t2,step_t2_0105,t2,dtest,gemini-pro,0.5551,0.2339,0.3212,0.1561,0.0632,-0.0687,0.4007,0.3066,False,True,False,False,medium
dtest_case_0106,dtest_case_0106_t1,step_t1_0106,t1,dtest,gpt-4,0.6347,0.0934,0.5413,0.3369,0.2485,-0.4287,0.343,0.3965,False,True,False,False,hard
dtest_case_0107,dtest_case_0107_t1,step_t1_0107,t1,dtest,gpt-4,0.9276,0.1007,0.8269,0.3045,0.4419,-0.4339,0.3501,0.2343,False,True,False,False,medium
dtest_case_0107,dtest_case_0107_t2,step_t2_0107,t2,dtest,gpt-4,0.9183,0.9276,-0.0093,0.4022,0.3882,0.3264,0.1128,0.1508,False,True,False,False,medium
dtest_case_0108,dtest_case_0108_t0,step_t0_0108,t0,dtest,mistral,0.2424,0.1771,0.0653,0.9781,0.8824,0.2156,0.0249,0.3616,False,False,False,True,complex
dtest_case_0108,dtest_case_0108_t1,step_t1_0108,t1,dtest,mistral,0.3621,0.2424,0.1197,0.6525,0.6229,0.0126,0.0657,0.1595,False,False,False,True,complex
dtest_case_0109,dtest_case_0109_t0,step_t0_0109,t0,dtest,mistral,0.2388,0.2368,0.002,0.749,0.6178,-0.0819,0.1379,0.1102,False,False,False,False,easy
dtest_case_0109,dtest_case_0109_t2,step_t2_0109,t2,dtest,mistral,0.4399,0.2388,0.2011,0.7799,0.6727,0.3224,0.1341,0.0626,False,False,False,False,easy
dtest_case_0110,dtest_case_0110_t1,step_t1_0110,t1,dtest,mistral,0.0686,0.2049,-0.1363,0.8467,0.7384,0.0576,0.3859,0.0346,False,True,False,False,hard
dtest_case_0110,dtest_case_0110_t2,step_t2_0110,t2,dtest,mistral,0.343,0.0686,0.2744,0.8419,0.8099,0.3411,0.1967,0.3311,False,False,False,False,hard
dtest_case_0111,dtest_case_0111_t0,step_t0_0111,t0,dtest,codellama,0.2998,0.2256,0.0742,0.9928,0.658,0.2626,0.0956,0.1353,False,True,False,False,medium
dtest_case_0111,dtest_case_0111_t2,step_t2_0111,t2,dtest,codellama,0.4288,0.2998,0.129,0.9886,0.9428,-0.089,0.36,0.1672,False,True,False,False,medium
dtest_case_0112,dtest_case_0112_t1,step_t1_0112,t1,dtest,mistral,0.8077,0.1863,0.6214,0.4912,0.141,-0.3384,0.2713,0.3167,False,True,False,True,medium
dtest_case_0112,dtest_case_0112_t2,step_t2_0112,t2,dtest,mistral,0.6018,0.8077,-0.2059,0.4311,0.3239,-0.0295,0.3321,0.0864,False,True,False,True,medium
dtest_case_0113,dtest_case_0113_t0,step_t0_0113,t0,dtest,gpt-4,0.3948,0.3258,0.069,0.9122,0.7162,0.2935,0.056,0.1424,False,False,False,False,hard
dtest_case_0113,dtest_case_0113_t2,step_t2_0113,t2,dtest,gpt-4,0.8573,0.3948,0.4625,0.2738,0.1889,-0.1511,0.2724,0.3034,False,True,False,False,hard
dtest_case_0114,dtest_case_0114_t0,step_t0_0114,t0,dtest,mistral,0.1005,0.0016,0.0989,0.7066,0.1522,0.3733,0.2801,0.3003,False,True,False,False,hard
dtest_case_0114,dtest_case_0114_t2,step_t2_0114,t2,dtest,mistral,0.7486,0.1005,0.6481,0.0924,0.0065,0.0412,0.1954,0.3193,False,True,False,False,hard
dtest_case_0115,dtest_case_0115_t0,step_t0_0115,t0,dtest,claude-3,0.2307,0.1711,0.0596,0.6827,0.2264,-0.0022,0.0934,0.0376,False,True,False,False,complex
dtest_case_0115,dtest_case_0115_t1,step_t1_0115,t1,dtest,claude-3,0.8409,0.2307,0.6102,0.1744,0.1749,-0.2429,0.0979,0.3588,False,True,False,False,complex
dtest_case_0116,dtest_case_0116_t0,step_t0_0116,t0,dtest,mistral,0.2731,0.2482,0.0249,0.8647,0.7452,0.3486,0.0844,0.2028,False,True,False,False,easy
dtest_case_0116,dtest_case_0116_t1,step_t1_0116,t1,dtest,mistral,0.0634,0.2731,-0.2097,0.7773,0.3431,0.3102,0.1566,0.3194,False,False,False,False,easy
dtest_case_0117,dtest_case_0117_t1,step_t1_0117,t1,dtest,codellama,0.3927,0.0794,0.3133,0.9089,0.7279,0.3942,0.2427,0.049,False,True,False,False,easy
dtest_case_0117,dtest_case_0117_t2,step_t2_0117,t2,dtest,codellama,0.1792,0.3927,-0.2135,0.999,0.7541,0.2281,0.0649,0.2747,False,True,False,False,easy
dtest_case_0118,dtest_case_0118_t0,step_t0_0118,t0,dtest,claude-3,0.0617,0.0,0.0617,0.7234,0.7516,0.3867,0.1684,0.1186,False,False,False,True,hard
dtest_case_0118,dtest_case_0118_t2,step_t2_0118,t2,dtest,claude-3,0.5498,0.0617,0.4881,0.3918,0.1448,-0.1395,0.3258,0.1256,True,False,False,True,hard
dtest_case_0119,dtest_case_0119_t0,step_t0_0119,t0,dtest,gpt-4,0.8959,0.8171,0.0788,0.16,0.0952,-0.4651,0.3595,0.168,False,True,False,False,hard
dtest_case_0119,dtest_case_0119_t1,step_t1_0119,t1,dtest,gpt-4,0.5861,0.8959,-0.3098,0.3262,0.2242,0.1886,0.369,0.3225,False,False,False,False,hard
dtest_case_0120,dtest_case_0120_t0,step_t0_0120,t0,dtest,gpt-4,0.6143,0.6096,0.0047,0.3827,0.0925,-0.374,0.0019,0.2727,True,True,False,False,medium
dtest_case_0120,dtest_case_0120_t1,step_t1_0120,t1,dtest,gpt-4,0.9463,0.6143,0.332,0.0827,0.0808,0.0702,0.4332,0.0862,False,True,False,False,medium
dtest_case_0121,dtest_case_0121_t2,step_t2_0121,t2,dtest,gemini-pro,0.5308,0.2408,0.29,0.2337,0.0439,0.3518,0.1164,0.323,False,True,False,True,easy
dtest_case_0122,dtest_case_0122_t1,step_t1_0122,t1,dtest,claude-3,0.9045,0.2127,0.6918,0.4434,0.0501,-0.4324,0.1949,0.1518,True,True,False,False,easy
dtest_case_0122,dtest_case_0122_t2,step_t2_0122,t2,dtest,claude-3,0.558,0.9045,-0.3465,0.2357,0.0351,0.1395,0.009,0.1686,False,True,False,False,easy
dtest_case_0123,dtest_case_0123_t0,step_t0_0123,t0,dtest,gemini-pro,0.4365,0.4174,0.0191,0.8977,0.9891,0.313,0.3497,0.3358,False,False,False,False,complex
dtest_case_0123,dtest_case_0123_t2,step_t2_0123,t2,dtest,gemini-pro,0.2985,0.4365,-0.138,0.8457,0.6886,0.1663,0.3175,0.1799,False,True,False,False,complex
dtest_case_0124,dtest_case_0124_t0,step_t0_0124,t0,dtest,claude-3,0.0981,0.0878,0.0103,0.7422,0.0684,0.1836,0.1419,0.3298,False,True,False,False,medium
dtest_case_0124,dtest_case_0124_t1,step_t1_0124,t1,dtest,claude-3,0.6019,0.0981,0.5038,0.3786,0.2895,-0.4742,0.4386,0.3509,True,True,False,False,medium
dtest_case_0125,dtest_case_0125_t0,step_t0_0125,t0,dtest,claude-3,0.4456,0.3517,0.0939,0.836,0.3853,0.0426,0.2146,0.1071,False,False,False,False,medium
dtest_case_0125,dtest_case_0125_t1,step_t1_0125,t1,dtest,claude-3,0.758,0.4456,0.3124,0.3465,0.1509,-0.4119,0.2442,0.295,False,True,False,False,medium
dtest_case_0127,dtest_case_0127_t0,step_t0_0127,t0,dtest,gemini-pro,0.3974,0.3877,0.0097,0.9845,0.6101,0.2472,0.0411,0.3643,False,True,False,False,medium
dtest_case_0127,dtest_case_0127_t1,step_t1_0127,t1,dtest,gemini-pro,0.105,0.3974,-0.2924,0.7693,0.1159,-0.0147,0.4741,0.1781,False,False,False,False,medium
dtest_case_0128,dtest_case_0128_t2,step_t2_0128,t2,dtest,codellama,0.3058,0.2191,0.0867,0.6961,0.6376,0.2934,0.4854,0.1051,False,True,False,False,easy
dtest_case_0129,dtest_case_0129_t0,step_t0_0129,t0,dtest,claude-3,0.2392,0.0916,0.1476,0.7441,0.2128,0.3457,0.0015,0.0159,False,True,False,False,hard
dtest_case_0129,dtest_case_0129_t2,step_t2_0129,t2,dtest,claude-3,0.9083,0.2392,0.6691,0.1575,0.0401,0.1252,0.2365,0.249,False,True,False,False,hard
dtest_case_0130,dtest_case_0130_t2,step_t2_0130,t2,dtest,gpt-4,0.229,0.1686,0.0604,0.8568,0.7225,0.3271,0.0247,0.3333,False,False,False,False,easy
dtest_case_0131,dtest_case_0131_t1,step_t1_0131,t1,dtest,claude-3,0.164,0.1657,-0.0017,0.8035,0.6874,0.0984,0.0222,0.1111,False,False,False,False,complex
dtest_case_0131,dtest_case_0131_t2,step_t2_0131,t2,dtest,claude-3,0.1638,0.164,-0.0002,0.9364,0.8035,0.3399,0.2874,0.0119,False,True,False,False,complex
dtest_case_0132,dtest_case_0132_t0,step_t0_0132,t0,dtest,codellama,0.0679,0.0003,0.0676,0.9753,0.6661,0.0949,0.3649,0.3529,False,True,False,False,medium
dtest_case_0132,dtest_case_0132_t1,step_t1_0132,t1,dtest,codellama,0.1533,0.0679,0.0854,0.8861,0.7187,0.2592,0.477,0.2886,False,False,False,False,medium
dtest_case_0133,dtest_case_0133_t0,step_t0_0133,t0,dtest,gemini-pro,0.0508,0.0,0.0508,0.9404,0.6162,0.3358,0.1283,0.2661,False,False,False,False,hard
dtest_case_0133,dtest_case_0133_t2,step_t2_0133,t2,dtest,gemini-pro,0.3151,0.0508,0.2643,0.6823,0.5332,0.1748,0.4502,0.1617,False,True,False,False,hard
dtest_case_0134,dtest_case_0134_t2,step_t2_0134,t2,dtest,gemini-pro,0.3499,0.1532,0.1967,0.8761,0.7145,0.344,0.2993,0.2009,False,True,False,False,complex
dtest_case_0135,dtest_case_0135_t2,step_t2_0135,t2,dtest,codellama,0.5521,0.0886,0.4635,0.1273,0.0,0.2705,0.265,0.3316,False,False,False,False,hard
dtest_case_0136,dtest_case_0136_t1,step_t1_0136,t1,dtest,gemini-pro,0.378,0.2237,0.1543,0.8364,0.7795,-0.0578,0.1997,0.3641,False,False,False,True,hard
dtest_case_0136,dtest_case_0136_t2,step_t2_0136,t2,dtest,gemini-pro,0.1364,0.378,-0.2416,0.8133,0.6091,-0.0663,0.1937,0.3407,False,True,False,True,hard
dtest_case_0137,dtest_case_0137_t0,step_t0_0137,t0,dtest,mistral,0.5349,0.4535,0.0814,0.4378,0.2861,-0.4095,0.1921,0.18,False,False,False,False,medium
dtest_case_0137,dtest_case_0137_t1,step_t1_0137,t1,dtest,mistral,0.5445,0.5349,0.0096,0.4503,0.0549,0.085,0.0137,0.1572,False,True,False,False,medium
dtest_case_0138,dtest_case_0138_t1,step_t1_0138,t1,dtest,gpt-4,0.7303,0.0914,0.6389,0.3406,0.0679,-0.1952,0.4733,0.1359,False,True,False,False,medium
dtest_case_0139,dtest_case_0139_t0,step_t0_0139,t0,dtest,gpt-4,0.0527,0.0,0.0527,0.9271,0.2884,-0.0494,0.4236,0.2124,False,False,False,False,hard
dtest_case_0139,dtest_case_0139_t2,step_t2_0139,t2,dtest,gpt-4,0.7611,0.0527,0.7084,0.3019,0.2756,-0.0163,0.486,0.0914,False,False,False,False,hard
dtest_case_0141,dtest_case_0141_t0,step_t0_0141,t0,dtest,gemini-pro,0.2628,0.2424,0.0204,0.6848,0.6835,0.3628,0.2071,0.1582,False,True,False,False,hard
dtest_case_0141,dtest_case_0141_t1,step_t1_0141,t1,dtest,gemini-pro,0.1088,0.2628,-0.154,0.8207,0.102,0.3177,0.1852,0.1499,False,True,False,False,hard
dtest_case_0142,dtest_case_0142_t1,step_t1_0142,t1,dtest,gemini-pro,0.6999,0.2987,0.4012,0.2954,0.0853,0.2034,0.0758,0.0124,False,False,False,False,hard
dtest_case_0142,dtest_case_0142_t2,step_t2_0142,t2,dtest,gemini-pro,0.8481,0.6999,0.1482,0.491,0.3715,0.1661,0.0842,0.0988,False,False,False,False,hard
dtest_case_0143,dtest_case_0143_t1,step_t1_0143,t1,dtest,claude-3,0.6603,0.2567,0.4036,0.3691,0.1209,-0.297,0.3387,0.094,False,True,False,False,hard
dtest_case_0143,dtest_case_0143_t2,step_t2_0143,t2,dtest,claude-3,0.5744,0.6603,-0.0859,0.3123,0.0624,-0.0247,0.4084,0.0829,False,False,False,False,hard
dtest_case_0144,dtest_case_0144_t1,step_t1_0144,t1,dtest,claude-3,0.8306,0.1251,0.7055,0.1966,0.367,-0.3154,0.3654,0.0592,False,True,False,True,medium
dtest_case_0144,dtest_case_0144_t2,step_t2_0144,t2,dtest,claude-3,0.9081,0.8306,0.0775,0.1096,0.0,0.1996,0.1767,0.1834,False,True,False,True,medium
dtest_case_0145,dtest_case_0145_t1,step_t1_0145,t1,dtest,gpt-4,0.3483,0.1873,0.161,0.6702,0.8723,0.1334,0.0172,0.3878,False,False,False,False,easy
dtest_case_0145,dtest_case_0145_t2,step_t2_0145,t2,dtest,gpt-4,0.2552,0.3483,-0.0931,0.6828,0.4941,0.146,0.1512,0.1966,False,True,False,False,easy
dtest_case_0146,dtest_case_0146_t1,step_t1_0146,t1,dtest,mistral,0.7532,0.1603,0.5929,0.3226,0.4175,-0.3551,0.3629,0.3578,False,True,False,False,hard
dtest_case_0146,dtest_case_0146_t2,step_t2_0146,t2,dtest,mistral,0.771,0.7532,0.0178,0.3161,0.1145,0.1382,0.4981,0.0238,False,True,False,False,hard
dtest_case_0147,dtest_case_0147_t0,step_t0_0147,t0,dtest,claude-3,0.7881,0.7433,0.0448,0.1582,0.1748,-0.3976,0.0154,0.3886,True,True,False,False,complex
dtest_case_0147,dtest_case_0147_t1,step_t1_0147,t1,dtest,claude-3,0.8432,0.7881,0.0551,0.4682,0.0622,0.336,0.2636,0.253,False,True,False,False,complex
dtest_case_0148,dtest_case_0148_t0,step_t0_0148,t0,dtest,claude-3,0.3779,0.3279,0.05,0.9066,0.2614,0.2967,0.4953,0.0803,False,False,False,False,medium
dtest_case_0148,dtest_case_0148_t2,step_t2_0148,t2,dtest,claude-3,0.5404,0.3779,0.1625,0.051,0.04,0.0709,0.3165,0.0276,False,True,False,False,medium
dtest_case_0149,dtest_case_0149_t2,step_t2_0149,t2,dtest,gemini-pro,0.9217,0.2555,0.6662,0.4141,0.193,0.25,0.0522,0.1596,False,True,False,False,hard
dtest_case_0150,dtest_case_0150_t1,step_t1_0150,t1,dtest,mistral,0.1621,0.2219,-0.0598,0.6586,0.1725,0.1746,0.316,0.2308,False,True,False,True,medium
dtest_case_0150,dtest_case_0150_t2,step_t2_0150,t2,dtest,mistral,0.5027,0.1621,0.3406,0.0954,0.0,-0.2273,0.0565,0.3368,True,True,False,True,medium
dtest_case_0152,dtest_case_0152_t1,step_t1_0152,t1,dtest,claude-3,0.5653,0.2275,0.3378,0.3501,0.1344,0.3317,0.2007,0.117,False,True,False,False,easy
dtest_case_0152,dtest_case_0152_t2,step_t2_0152,t2,dtest,claude-3,0.6198,0.5653,0.0545,0.0599,0.0,0.3211,0.2745,0.0877,False,True,False,False,easy
dtest_case_0153,dtest_case_0153_t0,step_t0_0153,t0,dtest,mistral,0.1359,0.0735,0.0624,0.9159,0.1251,0.2599,0.4335,0.1816,False,False,False,False,medium
dtest_case_0153,dtest_case_0153_t2,step_t2_0153,t2,dtest,mistral,0.7496,0.1359,0.6137,0.3367,0.2051,0.1316,0.1173,0.1213,False,True,False,False,medium
dtest_case_0154,dtest_case_0154_t0,step_t0_0154,t0,dtest,mistral,0.2753,0.2573,0.018,0.9709,0.3383,0.1007,0.0793,0.3528,False,False,False,False,hard
dtest_case_0154,dtest_case_0154_t2,step_t2_0154,t2,dtest,mistral,0.8248,0.2753,0.5495,0.1722,0.0716,-0.0486,0.0945,0.3132,False,True,False,False,hard
dtest_case_0155,dtest_case_0155_t0,step_t0_0155,t0,dtest,gpt-4,0.2874,0.153,0.1344,0.8541,0.7868,0.0702,0.4702,0.0331,False,False,False,False,medium
dtest_case_0155,dtest_case_0155_t2,step_t2_0155,t2,dtest,gpt-4,0.3807,0.2874,0.0933,0.6955,0.5543,0.3333,0.2859,0.3629,False,False,False,False,medium
dtest_case_0156,dtest_case_0156_t0,step_t0_0156,t0,dtest,mistral,0.219,0.1624,0.0566,0.9777,0.8701,-0.042,0.0211,0.2259,False,False,False,False,hard
dtest_case_0159,dtest_case_0159_t0,step_t0_0159,t0,dtest,claude-3,0.8799,0.7785,0.1014,0.1126,0.1517,-0.1498,0.0914,0.1114,True,True,False,False,medium
dtest_case_0159,dtest_case_0159_t1,step_t1_0159,t1,dtest,claude-3,0.9248,0.8799,0.0449,0.171,0.2402,0.2172,0.4997,0.0419,False,True,False,False,medium
dtest_case_0160,dtest_case_0160_t1,step_t1_0160,t1,dtest,gpt-4,0.6733,0.2665,0.4068,0.2642,0.0944,0.2172,0.3854,0.0012,False,False,False,True,medium
dtest_case_0161,dtest_case_0161_t1,step_t1_0161,t1,dtest,mistral,0.5837,0.188,0.3957,0.2371,0.3379,0.0856,0.4349,0.2922,False,True,False,True,medium
dtest_case_0162,dtest_case_0162_t2,step_t2_0162,t2,dtest,mistral,0.8583,0.2385,0.6198,0.0662,0.0,0.3654,0.0629,0.2948,False,False,False,False,complex
dtest_case_0163,dtest_case_0163_t0,step_t0_0163,t0,dtest,claude-3,0.5235,0.4212,0.1023,0.2607,0.2817,-0.4659,0.0215,0.2667,False,False,False,True,complex
dtest_case_0163,dtest_case_0163_t1,step_t1_0163,t1,dtest,claude-3,0.7447,0.5235,0.2212,0.0949,0.3252,0.0209,0.4555,0.3353,False,True,False,True,complex
dtest_case_0164,dtest_case_0164_t0,step_t0_0164,t0,dtest,gpt-4,0.4295,0.4248,0.0047,0.9077,0.7321,0.353,0.1333,0.2899,False,False,False,False,hard
dtest_case_0164,dtest_case_0164_t2,step_t2_0164,t2,dtest,gpt-4,0.0667,0.4295,-0.3628,0.7892,0.5986,0.1275,0.1336,0.0879,False,True,False,False,hard
dtest_case_0165,dtest_case_0165_t1,step_t1_0165,t1,dtest,gemini-pro,0.8857,0.1938,0.6919,0.0844,0.203,-0.3529,0.0909,0.1742,True,True,False,False,complex
dtest_case_0165,dtest_case_0165_t2,step_t2_0165,t2,dtest,gemini-pro,0.8326,0.8857,-0.0531,0.1505,0.0,0.1853,0.284,0.2652,False,True,False,False,complex
dtest_case_0167,dtest_case_0167_t1,step_t1_0167,t1,dtest,gpt-4,0.4017,0.2189,0.1828,0.8414,0.9319,0.2031,0.1456,0.0828,False,True,False,False,hard
dtest_case_0167,dtest_case_0167_t2,step_t2_0167,t2,dtest,gpt-4,0.4098,0.4017,0.0081,0.8985,0.6642,0.2016,0.2367,0.0239,False,True,False,False,hard
dtest_case_0168,dtest_case_0168_t0,step_t0_0168,t0,dtest,mistral,0.762,0.6135,0.1485,0.1576,0.2623,-0.2396,0.3223,0.2245,False,True,False,False,easy
dtest_case_0168,dtest_case_0168_t2,step_t2_0168,t2,dtest,mistral,0.8265,0.762,0.0645,0.3289,0.1049,0.3236,0.1576,0.1105,False,False,False,False,easy
dtest_case_0169,dtest_case_0169_t1,step_t1_0169,t1,dtest,gpt-4,0.2609,0.2766,-0.0157,0.7074,0.3071,0.3049,0.4737,0.1349,False,True,False,False,hard
dtest_case_0170,dtest_case_0170_t0,step_t0_0170,t0,dtest,gpt-4,0.2655,0.2564,0.0091,0.8915,0.326,0.3653,0.2487,0.0921,False,True,False,False,easy
dtest_case_0170,dtest_case_0170_t2,step_t2_0170,t2,dtest,gpt-4,0.687,0.2655,0.4215,0.1859,0.0,0.0771,0.4745,0.3849,False,True,False,False,easy
dtest_case_0171,dtest_case_0171_t1,step_t1_0171,t1,dtest,gpt-4,0.4215,0.2402,0.1813,0.8414,0.6721,0.1293,0.2804,0.3456,False,True,False,False,complex
dtest_case_0172,dtest_case_0172_t0,step_t0_0172,t0,dtest,gemini-pro,0.4091,0.3079,0.1012,0.6979,0.998,0.1636,0.1959,0.2636,False,True,False,False,hard
dtest_case_0172,dtest_case_0172_t2,step_t2_0172,t2,dtest,gemini-pro,0.3046,0.4091,-0.1045,0.8244,0.7227,0.3765,0.2613,0.0876,False,True,False,False,hard
dtest_case_0173,dtest_case_0173_t0,step_t0_0173,t0,dtest,gpt-4,0.4178,0.3914,0.0264,0.7249,0.0552,-0.0929,0.4147,0.2928,False,True,False,False,hard
dtest_case_0173,dtest_case_0173_t2,step_t2_0173,t2,dtest,gpt-4,0.8142,0.4178,0.3964,0.2278,0.0,0.3835,0.1964,0.3417,False,False,False,False,hard
dtest_case_0174,dtest_case_0174_t1,step_t1_0174,t1,dtest,gemini-pro,0.6395,0.108,0.5315,0.2562,0.3625,0.3801,0.3818,0.3421,False,True,False,False,easy
dtest_case_0175,dtest_case_0175_t0,step_t0_0175,t0,dtest,mistral,0.3842,0.2665,0.1177,0.7819,0.8208,0.3024,0.023,0.3232,False,True,False,False,medium
dtest_case_0175,dtest_case_0175_t2,step_t2_0175,t2,dtest,mistral,0.2559,0.3842,-0.1283,0.9329,0.8694,0.0229,0.2014,0.3579,False,True,False,False,medium
dtest_case_0177,dtest_case_0177_t1,step_t1_0177,t1,dtest,mistral,0.4106,0.0885,0.3221,0.9965,0.9819,0.1473,0.2564,0.1926,False,True,False,False,medium
dtest_case_0177,dtest_case_0177_t2,step_t2_0177,t2,dtest,mistral,0.0863,0.4106,-0.3243,0.6614,0.647,0.1222,0.1378,0.2488,False,False,False,False,medium
dtest_case_0178,dtest_case_0178_t0,step_t0_0178,t0,dtest,mistral,0.6738,0.5877,0.0861,0.237,0.3889,-0.1391,0.4387,0.3897,True,False,False,False,easy
dtest_case_0178,dtest_case_0178_t1,step_t1_0178,t1,dtest,mistral,0.8383,0.6738,0.1645,0.1529,0.4325,-0.0259,0.3398,0.09,False,True,False,False,easy
dtest_case_0179,dtest_case_0179_t0,step_t0_0179,t0,dtest,gemini-pro,0.3377,0.2532,0.0845,0.7996,0.7305,0.3198,0.0719,0.172,False,False,False,False,complex
dtest_case_0179,dtest_case_0179_t1,step_t1_0179,t1,dtest,gemini-pro,0.3883,0.3377,0.0506,0.7903,0.9052,0.3116,0.4444,0.2178,False,True,False,False,complex
dtest_case_0180,dtest_case_0180_t0,step_t0_0180,t0,dtest,claude-3,0.1521,0.1077,0.0444,0.8578,0.6131,0.218,0.1822,0.1181,False,False,False,False,hard
dtest_case_0180,dtest_case_0180_t2,step_t2_0180,t2,dtest,claude-3,0.707,0.1521,0.5549,0.0928,0.0,-0.4809,0.3634,0.3096,False,False,False,False,hard
dtest_case_0183,dtest_case_0183_t0,step_t0_0183,t0,dtest,codellama,0.2563,0.1868,0.0695,0.6659,0.166,0.3655,0.1959,0.2187,False,True,False,False,medium
dtest_case_0183,dtest_case_0183_t1,step_t1_0183,t1,dtest,codellama,0.7657,0.2563,0.5094,0.0776,0.1949,-0.2107,0.1003,0.0814,True,True,False,False,medium
dtest_case_0184,dtest_case_0184_t1,step_t1_0184,t1,dtest,gpt-4,0.8972,0.063,0.8342,0.136,0.174,0.2659,0.3203,0.1664,False,False,False,False,hard
dtest_case_0184,dtest_case_0184_t2,step_t2_0184,t2,dtest,gpt-4,0.7743,0.8972,-0.1229,0.4532,0.2487,0.0264,0.1357,0.0501,False,True,False,False,hard
dtest_case_0185,dtest_case_0185_t0,step_t0_0185,t0,dtest,gpt-4,0.4498,0.3889,0.0609,0.7272,0.905,0.1712,0.0748,0.1523,False,True,False,False,hard
dtest_case_0185,dtest_case_0185_t2,step_t2_0185,t2,dtest,gpt-4,0.8392,0.4498,0.3894,0.0593,0.0,-0.293,0.1344,0.2514,False,True,False,False,hard
dtest_case_0186,dtest_case_0186_t0,step_t0_0186,t0,dtest,mistral,0.9271,0.8323,0.0948,0.1085,0.274,-0.1877,0.3542,0.0688,False,True,False,False,complex
dtest_case_0186,dtest_case_0186_t2,step_t2_0186,t2,dtest,mistral,0.5716,0.9271,-0.3555,0.1311,0.1065,0.3018,0.061,0.0501,False,False,False,False,complex
dtest_case_0187,dtest_case_0187_t1,step_t1_0187,t1,dtest,gpt-4,0.6551,0.0577,0.5974,0.0734,0.1069,0.0067,0.3326,0.0629,False,True,False,True,medium
dtest_case_0188,dtest_case_0188_t2,step_t2_0188,t2,dtest,gpt-4,0.3559,0.2178,0.1381,0.8024,0.6651,0.056,0.2413,0.2027,False,True,False,False,complex
