case_id,checkpoint_id,step_position,trial_id,perturbation_id,verifier_pass,verifier_rule_triggered,verifier_error_code,gate_pass,unverifiable_flag
dtest_case_0111,chk_00067,t0,trial_00795,perturb_00,True,none,,True,False
dtest_case_0069,chk_00526,t1,trial_00796,perturb_06,False,rule_consistency,ERR_TYPE,False,False
dtest_case_0145,chk_00700,t1,trial_00797,perturb_02,True,rule_typecheck,,True,False
dtest_case_0345,chk_00624,t2,trial_00798,perturb_06,True,rule_hc1,,True,False
dtest_case_0287,chk_00711,t0,trial_00799,perturb_09,False,rule_hc2,ERR_TYPE,False,False
dtest_case_0242,chk_00869,t0,trial_00800,perturb_07,True,rule_hc3,,True,False
dtest_case_0314,chk_00009,t0,trial_00801,perturb_06,False,rule_typecheck,ERR_SCHEMA,False,True
dtest_case_0317,chk_00974,t0,trial_00802,perturb_04,True,rule_typecheck,,True,False
dtest_case_0329,chk_00280,t1,trial_00803,perturb_07,False,rule_consistency,ERR_FORMAT,False,False
dtest_case_0365,chk_00746,t0,trial_00804,perturb_01,False,rule_typecheck,ERR_SCHEMA,False,False
dtest_case_0347,chk_00061,t2,trial_00805,perturb_07,True,none,,True,False
dtest_case_0071,chk_00953,t0,trial_00806,perturb_07,True,rule_consistency,,True,False
dtest_case_0301,chk_00352,t0,trial_00807,perturb_06,True,rule_typecheck,,True,False
dtest_case_0136,chk_00276,t1,trial_00808,perturb_01,True,none,,True,False
dtest_case_0001,chk_00628,t0,trial_00809,perturb_01,False,rule_consistency,ERR_TYPE,False,False
dtest_case_0060,chk_00354,t1,trial_00810,perturb_04,False,rule_typecheck,ERR_SCHEMA,False,False
dtest_case_0272,chk_00961,t2,trial_00811,perturb_09,False,rule_hc2,ERR_SCHEMA,False,False
dtest_case_0197,chk_00489,t2,trial_00812,perturb_08,True,none,,True,False
dtest_case_0122,chk_00066,t0,trial_00813,perturb_02,True,rule_hc1,,False,False
dtest_case_0125,chk_00996,t0,trial_00814,perturb_08,False,rule_consistency,ERR_SCHEMA,False,False
dtest_case_0223,chk_00743,t1,trial_00815,perturb_09,False,none,ERR_FORMAT,False,False
dtest_case_0029,chk_00857,t2,trial_00816,perturb_07,True,rule_hc1,,False,False
dtest_case_0101,chk_00935,t1,trial_00817,perturb_07,True,rule_typecheck,,True,False
dtest_case_0063,chk_00979,t1,trial_00818,perturb_02,False,rule_consistency,ERR_CONSTRAINT,False,True
dtest_case_0120,chk_00775,t0,trial_00819,perturb_00,False,rule_hc2,ERR_CONSTRAINT,False,False
dtest_case_0205,chk_00554,t2,trial_00820,perturb_04,True,rule_hc1,,True,False
dtest_case_0177,chk_00856,t2,trial_00821,perturb_06,True,none,,True,False
dtest_case_0090,chk_00178,t0,trial_00822,perturb_00,True,rule_hc1,,True,False
dtest_case_0191,chk_00101,t0,trial_00823,perturb_07,True,rule_hc1,,True,False
dtest_case_0210,chk_00209,t2,trial_00824,perturb_04,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0045,chk_00543,t1,trial_00825,perturb_06,True,rule_hc3,,True,False
dtest_case_0069,chk_00375,t1,trial_00826,perturb_02,False,rule_hc2,ERR_SCHEMA,False,False
dtest_case_0187,chk_00027,t0,trial_00827,perturb_03,False,rule_hc2,ERR_TYPE,False,False
dtest_case_0263,chk_00112,t2,trial_00828,perturb_08,True,rule_consistency,,True,False
dtest_case_0229,chk_00995,t2,trial_00829,perturb_04,False,rule_consistency,ERR_CONSTRAINT,False,False
dtest_case_0176,chk_00115,t1,trial_00830,perturb_03,True,rule_hc2,,True,False
dtest_case_0123,chk_00135,t2,trial_00831,perturb_01,False,none,ERR_CONSTRAINT,False,False
dtest_case_0028,chk_00326,t0,trial_00832,perturb_00,True,none,,True,False
dtest_case_0024,chk_00161,t2,trial_00833,perturb_05,True,rule_typecheck,,False,False
dtest_case_0284,chk_00461,t1,trial_00834,perturb_03,False,rule_hc3,ERR_TYPE,False,False
dtest_case_0266,chk_00502,t2,trial_00835,perturb_09,True,none,,True,True
dtest_case_0259,chk_00954,t0,trial_00836,perturb_06,False,rule_typecheck,ERR_TYPE,False,False
dtest_case_0095,chk_00135,t1,trial_00837,perturb_07,True,rule_typecheck,,True,False
dtest_case_0160,chk_00410,t1,trial_00838,perturb_08,True,rule_hc3,,True,False
dtest_case_0291,chk_00945,t1,trial_00839,perturb_03,True,rule_hc1,,True,False
dtest_case_0266,chk_00524,t1,trial_00840,perturb_06,True,rule_hc3,,True,False
dtest_case_0291,chk_00770,t2,trial_00841,perturb_08,False,rule_hc2,ERR_SCHEMA,False,False
dtest_case_0205,chk_00652,t2,trial_00842,perturb_04,False,rule_typecheck,ERR_FORMAT,False,False
dtest_case_0230,chk_00188,t1,trial_00843,perturb_07,False,rule_hc2,ERR_SCHEMA,False,False
dtest_case_0263,chk_00603,t2,trial_00844,perturb_02,True,rule_consistency,,True,False
dtest_case_0240,chk_00626,t1,trial_00845,perturb_07,True,rule_consistency,,False,True
dtest_case_0016,chk_00592,t2,trial_00846,perturb_00,False,rule_hc1,ERR_FORMAT,False,False
dtest_case_0362,chk_00155,t1,trial_00847,perturb_02,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0065,chk_00401,t1,trial_00848,perturb_01,False,rule_hc1,ERR_CONSTRAINT,False,False
dtest_case_0155,chk_00891,t1,trial_00849,perturb_03,True,rule_consistency,,True,False
dtest_case_0124,chk_00130,t0,trial_00850,perturb_05,False,rule_hc2,ERR_CONSTRAINT,False,False
dtest_case_0198,chk_00151,t1,trial_00851,perturb_06,False,rule_hc1,ERR_CONSTRAINT,False,False
dtest_case_0251,chk_00234,t1,trial_00852,perturb_08,True,rule_hc1,,True,False
dtest_case_0343,chk_00969,t1,trial_00853,perturb_09,False,rule_hc2,ERR_SCHEMA,False,False
dtest_case_0330,chk_00383,t1,trial_00854,perturb_03,False,none,ERR_SCHEMA,False,False
dtest_case_0012,chk_00787,t2,trial_00855,perturb_05,True,rule_hc3,,False,True
dtest_case_0112,chk_00565,t2,trial_00856,perturb_03,False,rule_typecheck,ERR_SCHEMA,False,False
dtest_case_0239,chk_00145,t2,trial_00857,perturb_04,True,rule_consistency,,True,False
dtest_case_0093,chk_00181,t0,trial_00858,perturb_08,True,none,,True,False
dtest_case_0167,chk_00863,t0,trial_00859,perturb_09,True,rule_hc2,,True,False
dtest_case_0064,chk_00133,t2,trial_00860,perturb_01,True,rule_hc2,,True,False
dtest_case_0106,chk_00697,t2,trial_00861,perturb_01,True,rule_typecheck,,True,False
dtest_case_0254,chk_00737,t1,trial_00862,perturb_00,True,rule_typecheck,,True,False
dtest_case_0283,chk_00005,t1,trial_00863,perturb_00,True,rule_consistency,,False,False
dtest_case_0101,chk_00215,t1,trial_00864,perturb_02,False,rule_hc2,ERR_TYPE,False,True
dtest_case_0281,chk_00830,t1,trial_00865,perturb_02,True,none,,True,False
dtest_case_0032,chk_00018,t1,trial_00866,perturb_05,True,rule_consistency,,True,False
dtest_case_0167,chk_00564,t2,trial_00867,perturb_03,False,rule_consistency,ERR_SCHEMA,False,False
dtest_case_0287,chk_00485,t2,trial_00868,perturb_01,False,rule_consistency,ERR_TYPE,False,False
dtest_case_0099,chk_00563,t2,trial_00869,perturb_03,True,rule_typecheck,,False,False
dtest_case_0317,chk_00945,t2,trial_00870,perturb_02,True,rule_typecheck,,True,False
dtest_case_0279,chk_00594,t1,trial_00871,perturb_06,True,rule_hc2,,True,True
dtest_case_0037,chk_00922,t1,trial_00872,perturb_05,True,rule_hc1,,True,False
dtest_case_0139,chk_00066,t0,trial_00873,perturb_01,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0127,chk_00980,t2,trial_00874,perturb_00,False,rule_consistency,ERR_CONSTRAINT,False,False
dtest_case_0193,chk_00982,t1,trial_00875,perturb_09,True,rule_typecheck,,True,False
dtest_case_0327,chk_00255,t2,trial_00876,perturb_04,True,rule_consistency,,False,True
dtest_case_0126,chk_00655,t1,trial_00877,perturb_03,False,none,ERR_SCHEMA,False,False
dtest_case_0087,chk_00945,t2,trial_00878,perturb_03,True,rule_hc1,,True,False
dtest_case_0098,chk_00559,t0,trial_00879,perturb_07,True,rule_typecheck,,True,False
dtest_case_0365,chk_00943,t0,trial_00880,perturb_09,False,rule_hc3,ERR_SCHEMA,False,False
dtest_case_0044,chk_00223,t1,trial_00881,perturb_00,False,rule_hc1,ERR_TYPE,False,False
dtest_case_0064,chk_00071,t0,trial_00882,perturb_08,True,rule_hc1,,True,False
dtest_case_0297,chk_00019,t1,trial_00883,perturb_04,False,rule_consistency,ERR_TYPE,False,True
dtest_case_0154,chk_00803,t0,trial_00884,perturb_01,True,rule_consistency,,True,False
dtest_case_0228,chk_00679,t1,trial_00885,perturb_05,True,rule_hc2,,True,False
dtest_case_0313,chk_00730,t0,trial_00886,perturb_01,True,rule_typecheck,,True,False
dtest_case_0218,chk_00317,t0,trial_00887,perturb_06,True,none,,True,False
dtest_case_0198,chk_00762,t1,trial_00888,perturb_06,False,rule_hc3,ERR_CONSTRAINT,False,True
dtest_case_0104,chk_00278,t2,trial_00889,perturb_09,True,rule_hc3,,True,False
dtest_case_0230,chk_00057,t0,trial_00890,perturb_07,True,rule_hc3,,True,False
dtest_case_0039,chk_00343,t2,trial_00891,perturb_06,True,rule_hc1,,True,False
dtest_case_0165,chk_00381,t0,trial_00892,perturb_01,False,rule_hc3,ERR_TYPE,False,True
dtest_case_0215,chk_00055,t0,trial_00893,perturb_04,True,rule_hc2,,True,True
dtest_case_0035,chk_00082,t1,trial_00894,perturb_00,True,rule_hc1,,True,False
dtest_case_0354,chk_00351,t2,trial_00895,perturb_06,True,rule_hc3,,True,False
dtest_case_0117,chk_00390,t2,trial_00896,perturb_02,True,rule_consistency,,True,False
dtest_case_0344,chk_00237,t2,trial_00897,perturb_09,True,none,,True,False
dtest_case_0102,chk_00513,t1,trial_00898,perturb_05,True,rule_hc3,,True,False
dtest_case_0099,chk_00002,t0,trial_00899,perturb_01,True,rule_typecheck,,True,False
dtest_case_0102,chk_00260,t2,trial_00900,perturb_08,True,rule_consistency,,True,True
dtest_case_0090,chk_00584,t1,trial_00901,perturb_09,True,none,,True,False
dtest_case_0066,chk_00893,t0,trial_00902,perturb_09,True,rule_hc2,,True,False
dtest_case_0290,chk_00739,t1,trial_00903,perturb_06,False,rule_hc3,ERR_SCHEMA,False,False
dtest_case_0299,chk_00466,t1,trial_00904,perturb_06,False,none,ERR_SCHEMA,False,False
dtest_case_0187,chk_00555,t0,trial_00905,perturb_02,True,rule_hc2,,True,False
dtest_case_0064,chk_00125,t1,trial_00906,perturb_05,True,none,,True,False
dtest_case_0026,chk_00266,t1,trial_00907,perturb_04,True,rule_typecheck,,True,False
dtest_case_0112,chk_00700,t0,trial_00908,perturb_05,True,rule_typecheck,,True,True
dtest_case_0066,chk_00157,t1,trial_00909,perturb_01,True,rule_consistency,,True,False
dtest_case_0290,chk_00375,t1,trial_00910,perturb_06,False,rule_hc1,ERR_SCHEMA,False,True
dtest_case_0365,chk_00887,t0,trial_00911,perturb_09,True,rule_hc3,,True,False
dtest_case_0028,chk_00878,t0,trial_00912,perturb_06,True,rule_hc1,,True,False
dtest_case_0352,chk_00023,t0,trial_00913,perturb_06,True,rule_typecheck,,True,False
dtest_case_0304,chk_00426,t2,trial_00914,perturb_06,False,none,ERR_FORMAT,False,False
dtest_case_0329,chk_00228,t2,trial_00915,perturb_02,True,rule_hc1,,True,False
dtest_case_0341,chk_00941,t2,trial_00916,perturb_06,False,rule_consistency,ERR_TYPE,False,False
dtest_case_0351,chk_00069,t0,trial_00917,perturb_02,True,rule_hc3,,True,False
dtest_case_0246,chk_00732,t2,trial_00918,perturb_06,False,none,ERR_SCHEMA,False,False
dtest_case_0308,chk_00441,t2,trial_00919,perturb_09,True,rule_typecheck,,True,False
dtest_case_0022,chk_00421,t1,trial_00920,perturb_08,True,rule_hc3,,True,True
dtest_case_0307,chk_00903,t1,trial_00921,perturb_04,True,rule_consistency,,True,False
dtest_case_0038,chk_00226,t1,trial_00922,perturb_00,True,rule_hc1,,True,True
dtest_case_0301,chk_00090,t1,trial_00923,perturb_03,True,rule_hc2,,True,True
dtest_case_0233,chk_00625,t0,trial_00924,perturb_01,True,rule_hc3,,True,False
dtest_case_0064,chk_00925,t0,trial_00925,perturb_03,True,rule_consistency,,False,False
dtest_case_0074,chk_00986,t1,trial_00926,perturb_08,False,rule_hc1,ERR_TYPE,False,True
dtest_case_0306,chk_00321,t1,trial_00927,perturb_06,True,rule_hc2,,True,False
dtest_case_0313,chk_00379,t0,trial_00928,perturb_06,True,rule_hc1,,True,False
dtest_case_0085,chk_00426,t1,trial_00929,perturb_04,True,rule_typecheck,,False,False
dtest_case_0326,chk_00308,t0,trial_00930,perturb_00,True,rule_consistency,,True,False
dtest_case_0000,chk_00845,t0,trial_00931,perturb_07,True,rule_typecheck,,True,False
dtest_case_0242,chk_00507,t0,trial_00932,perturb_01,True,rule_hc1,,True,True
dtest_case_0312,chk_00813,t0,trial_00933,perturb_08,True,rule_hc3,,False,False
dtest_case_0229,chk_00586,t1,trial_00934,perturb_02,True,rule_hc3,,True,False
dtest_case_0260,chk_00194,t2,trial_00935,perturb_06,False,rule_typecheck,ERR_CONSTRAINT,False,True
dtest_case_0134,chk_00202,t1,trial_00936,perturb_00,True,rule_hc2,,True,False
dtest_case_0098,chk_00488,t0,trial_00937,perturb_09,True,rule_hc1,,True,False
dtest_case_0271,chk_00129,t2,trial_00938,perturb_04,True,rule_typecheck,,True,False
dtest_case_0065,chk_00092,t2,trial_00939,perturb_04,True,rule_typecheck,,True,False
dtest_case_0145,chk_00249,t0,trial_00940,perturb_08,True,rule_hc2,,True,False
dtest_case_0086,chk_00657,t2,trial_00941,perturb_07,False,none,ERR_FORMAT,False,False
dtest_case_0101,chk_00084,t2,trial_00942,perturb_06,True,rule_typecheck,,True,False
dtest_case_0013,chk_00320,t0,trial_00943,perturb_06,True,rule_hc2,,True,True
dtest_case_0067,chk_00355,t0,trial_00944,perturb_07,False,none,ERR_FORMAT,False,False
dtest_case_0227,chk_00610,t1,trial_00945,perturb_05,True,rule_hc3,,True,False
dtest_case_0096,chk_00122,t1,trial_00946,perturb_00,False,rule_hc3,ERR_FORMAT,False,False
dtest_case_0317,chk_00095,t1,trial_00947,perturb_07,True,rule_hc3,,True,False
dtest_case_0293,chk_00598,t1,trial_00948,perturb_05,True,rule_typecheck,,True,True
dtest_case_0047,chk_00293,t2,trial_00949,perturb_05,False,rule_hc2,ERR_SCHEMA,False,False
dtest_case_0202,chk_00571,t0,trial_00950,perturb_02,True,rule_hc1,,True,False
dtest_case_0184,chk_00172,t1,trial_00951,perturb_09,True,rule_hc2,,True,False
dtest_case_0070,chk_00496,t2,trial_00952,perturb_06,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0086,chk_00790,t0,trial_00953,perturb_00,True,rule_hc2,,False,False
dtest_case_0081,chk_00641,t1,trial_00954,perturb_02,True,rule_hc2,,True,False
dtest_case_0198,chk_00464,t0,trial_00955,perturb_02,True,rule_hc2,,True,False
dtest_case_0080,chk_00485,t0,trial_00956,perturb_00,True,none,,True,False
dtest_case_0367,chk_00070,t1,trial_00957,perturb_08,True,none,,True,False
dtest_case_0212,chk_00427,t1,trial_00958,perturb_05,True,rule_hc3,,True,False
dtest_case_0340,chk_00577,t1,trial_00959,perturb_02,True,rule_typecheck,,True,False
dtest_case_0333,chk_00542,t1,trial_00960,perturb_01,True,none,,True,False
dtest_case_0063,chk_00693,t0,trial_00961,perturb_00,False,rule_hc2,ERR_TYPE,False,False
dtest_case_0173,chk_00483,t0,trial_00962,perturb_08,True,rule_typecheck,,True,True
dtest_case_0165,chk_00003,t0,trial_00963,perturb_06,False,rule_typecheck,ERR_TYPE,False,False
dtest_case_0050,chk_00774,t2,trial_00964,perturb_02,True,rule_hc2,,False,False
dtest_case_0203,chk_00515,t2,trial_00965,perturb_08,False,rule_consistency,ERR_CONSTRAINT,False,False
dtest_case_0157,chk_00147,t0,trial_00966,perturb_08,False,rule_hc1,ERR_CONSTRAINT,False,False
dtest_case_0130,chk_00777,t2,trial_00967,perturb_09,True,rule_hc3,,True,True
dtest_case_0114,chk_00539,t1,trial_00968,perturb_00,False,rule_hc3,ERR_FORMAT,False,False
dtest_case_0305,chk_00201,t2,trial_00969,perturb_05,False,rule_hc3,ERR_CONSTRAINT,False,False
dtest_case_0031,chk_00117,t2,trial_00970,perturb_05,True,rule_consistency,,True,False
dtest_case_0191,chk_00695,t2,trial_00971,perturb_08,True,rule_consistency,,True,False
dtest_case_0210,chk_00529,t1,trial_00972,perturb_09,True,rule_hc2,,True,False
dtest_case_0161,chk_00846,t0,trial_00973,perturb_01,True,none,,True,False
dtest_case_0060,chk_00836,t0,trial_00974,perturb_07,True,rule_hc2,,True,True
dtest_case_0012,chk_00190,t0,trial_00975,perturb_01,True,rule_hc1,,False,False
dtest_case_0161,chk_00503,t2,trial_00976,perturb_07,True,rule_hc3,,True,False
dtest_case_0010,chk_00499,t2,trial_00977,perturb_03,True,rule_hc3,,True,False
dtest_case_0359,chk_00562,t2,trial_00978,perturb_03,True,none,,True,False
dtest_case_0221,chk_00651,t0,trial_00979,perturb_00,False,rule_hc3,ERR_FORMAT,False,False
dtest_case_0232,chk_00547,t0,trial_00980,perturb_03,False,rule_hc1,ERR_TYPE,False,False
dtest_case_0257,chk_00911,t1,trial_00981,perturb_05,True,rule_hc2,,True,False
dtest_case_0185,chk_00963,t0,trial_00982,perturb_00,True,rule_hc2,,True,False
dtest_case_0364,chk_00613,t1,trial_00983,perturb_09,True,rule_hc2,,True,False
dtest_case_0089,chk_00923,t1,trial_00984,perturb_03,False,rule_consistency,ERR_SCHEMA,False,False
dtest_case_0197,chk_00754,t0,trial_00985,perturb_00,True,rule_hc1,,True,False
dtest_case_0097,chk_00486,t0,trial_00986,perturb_06,True,none,,True,False
dtest_case_0092,chk_00230,t2,trial_00987,perturb_00,False,rule_typecheck,ERR_TYPE,False,False
dtest_case_0032,chk_00355,t2,trial_00988,perturb_08,False,rule_hc1,ERR_CONSTRAINT,False,False
dtest_case_0302,chk_00715,t0,trial_00989,perturb_09,True,none,,True,False
dtest_case_0081,chk_00617,t0,trial_00990,perturb_07,False,rule_consistency,ERR_FORMAT,False,True
dtest_case_0298,chk_00996,t1,trial_00991,perturb_06,False,none,ERR_SCHEMA,False,False
dtest_case_0184,chk_00609,t2,trial_00992,perturb_03,True,rule_hc3,,True,False
dtest_case_0072,chk_00489,t1,trial_00993,perturb_02,True,none,,True,False
dtest_case_0359,chk_00529,t2,trial_00994,perturb_08,False,rule_typecheck,ERR_CONSTRAINT,False,False
dtest_case_0235,chk_00016,t1,trial_00995,perturb_06,False,rule_hc2,ERR_CONSTRAINT,False,False
dtest_case_0277,chk_00390,t2,trial_00996,perturb_05,True,rule_consistency,,True,False
dtest_case_0332,chk_00118,t2,trial_00997,perturb_00,True,rule_hc2,,False,False
dtest_case_0062,chk_00672,t0,trial_00998,perturb_05,True,rule_consistency,,True,False
dtest_case_0016,chk_00137,t1,trial_00999,perturb_03,False,none,ERR_SCHEMA,False,False
dtest_case_0320,chk_00541,t0,trial_01000,perturb_04,True,rule_typecheck,,True,False
dtest_case_0297,chk_00063,t2,trial_01001,perturb_05,False,rule_hc1,ERR_CONSTRAINT,False,False
dtest_case_0260,chk_00762,t0,trial_01002,perturb_05,False,rule_consistency,ERR_TYPE,False,True
dtest_case_0197,chk_00028,t2,trial_01003,perturb_02,True,rule_hc3,,False,False
dtest_case_0134,chk_00176,t2,trial_01004,perturb_07,True,none,,False,True
dtest_case_0140,chk_00807,t0,trial_01005,perturb_02,False,rule_consistency,ERR_CONSTRAINT,False,True
dtest_case_0274,chk_00609,t1,trial_01006,perturb_08,True,rule_typecheck,,False,False
dtest_case_0158,chk_00614,t2,trial_01007,perturb_00,False,none,ERR_TYPE,False,False
dtest_case_0178,chk_00099,t2,trial_01008,perturb_07,False,rule_hc3,ERR_TYPE,False,False
dtest_case_0230,chk_00035,t2,trial_01009,perturb_04,True,rule_consistency,,False,False
dtest_case_0008,chk_00009,t1,trial_01010,perturb_06,True,none,,True,False
dtest_case_0216,chk_00470,t2,trial_01011,perturb_09,False,rule_consistency,ERR_SCHEMA,False,False
dtest_case_0017,chk_00195,t0,trial_01012,perturb_01,True,rule_consistency,,True,False
dtest_case_0262,chk_00558,t1,trial_01013,perturb_09,True,rule_consistency,,True,False
dtest_case_0330,chk_00059,t0,trial_01014,perturb_02,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0125,chk_00244,t0,trial_01015,perturb_08,True,rule_hc2,,True,False
dtest_case_0316,chk_00367,t0,trial_01016,perturb_04,True,rule_consistency,,True,False
dtest_case_0236,chk_00328,t0,trial_01017,perturb_03,True,rule_hc3,,False,False
dtest_case_0249,chk_00484,t2,trial_01018,perturb_07,True,rule_hc1,,True,False
dtest_case_0215,chk_00891,t0,trial_01019,perturb_06,True,rule_hc1,,True,False
dtest_case_0156,chk_00389,t0,trial_01020,perturb_01,False,rule_hc2,ERR_TYPE,False,True
dtest_case_0288,chk_00139,t1,trial_01021,perturb_08,True,rule_hc3,,True,False
dtest_case_0192,chk_00034,t2,trial_01022,perturb_06,True,rule_consistency,,True,False
dtest_case_0040,chk_00146,t1,trial_01023,perturb_01,True,rule_typecheck,,False,False
dtest_case_0124,chk_00612,t2,trial_01024,perturb_08,True,rule_consistency,,True,False
dtest_case_0245,chk_00936,t0,trial_01025,perturb_09,True,rule_hc1,,True,False
dtest_case_0329,chk_00672,t1,trial_01026,perturb_03,False,rule_typecheck,ERR_FORMAT,False,True
dtest_case_0194,chk_00467,t0,trial_01027,perturb_03,True,rule_hc1,,True,False
dtest_case_0044,chk_00408,t1,trial_01028,perturb_03,True,none,,True,False
dtest_case_0331,chk_00773,t1,trial_01029,perturb_04,True,rule_hc1,,True,False
dtest_case_0184,chk_00515,t1,trial_01030,perturb_02,True,rule_consistency,,True,False
dtest_case_0333,chk_00521,t1,trial_01031,perturb_00,True,rule_hc3,,True,False
dtest_case_0070,chk_00398,t1,trial_01032,perturb_09,True,rule_hc2,,True,False
dtest_case_0218,chk_00893,t0,trial_01033,perturb_01,True,rule_consistency,,True,True
dtest_case_0059,chk_00091,t2,trial_01034,perturb_02,True,rule_typecheck,,True,False
dtest_case_0130,chk_00619,t0,trial_01035,perturb_09,True,rule_consistency,,True,False
dtest_case_0194,chk_00344,t2,trial_01036,perturb_08,True,rule_typecheck,,True,False
dtest_case_0023,chk_00593,t1,trial_01037,perturb_05,True,rule_hc1,,True,True
dtest_case_0088,chk_00846,t1,trial_01038,perturb_00,True,rule_hc1,,False,False
dtest_case_0154,chk_00488,t2,trial_01039,perturb_04,True,rule_hc3,,False,True
dtest_case_0322,chk_00206,t2,trial_01040,perturb_02,False,rule_hc3,ERR_SCHEMA,False,False
dtest_case_0178,chk_00110,t0,trial_01041,perturb_06,False,rule_hc2,ERR_FORMAT,False,False
dtest_case_0020,chk_00318,t0,trial_01042,perturb_03,True,rule_consistency,,True,False
dtest_case_0105,chk_00707,t1,trial_01043,perturb_04,False,none,ERR_SCHEMA,False,False
dtest_case_0320,chk_00659,t2,trial_01044,perturb_05,True,rule_typecheck,,True,False
dtest_case_0231,chk_00510,t0,trial_01045,perturb_01,False,rule_hc1,ERR_FORMAT,False,False
dtest_case_0134,chk_00381,t0,trial_01046,perturb_02,True,rule_hc2,,True,False
dtest_case_0051,chk_00019,t1,trial_01047,perturb_08,True,rule_hc3,,True,False
dtest_case_0347,chk_00162,t1,trial_01048,perturb_07,False,rule_consistency,ERR_TYPE,False,False
dtest_case_0094,chk_00904,t2,trial_01049,perturb_09,True,rule_hc3,,True,False
dtest_case_0189,chk_00318,t0,trial_01050,perturb_01,True,rule_hc2,,True,True
dtest_case_0096,chk_00672,t2,trial_01051,perturb_06,True,rule_hc3,,True,False
dtest_case_0188,chk_00165,t2,trial_01052,perturb_08,True,rule_consistency,,True,True
dtest_case_0235,chk_00142,t0,trial_01053,perturb_08,True,none,,False,False
dtest_case_0328,chk_00851,t2,trial_01054,perturb_09,True,rule_typecheck,,True,False
dtest_case_0292,chk_00125,t2,trial_01055,perturb_05,True,rule_hc1,,True,False
dtest_case_0293,chk_00021,t2,trial_01056,perturb_02,False,rule_consistency,ERR_FORMAT,False,False
dtest_case_0089,chk_00642,t2,trial_01057,perturb_05,True,rule_typecheck,,True,True
dtest_case_0104,chk_00452,t1,trial_01058,perturb_06,True,rule_hc3,,True,False
dtest_case_0060,chk_00894,t2,trial_01059,perturb_02,True,rule_hc3,,True,False
dtest_case_0258,chk_00743,t2,trial_01060,perturb_07,True,rule_hc2,,True,False
dtest_case_0176,chk_00541,t1,trial_01061,perturb_01,False,rule_consistency,ERR_FORMAT,False,False
dtest_case_0020,chk_00879,t0,trial_01062,perturb_02,True,rule_typecheck,,True,False
dtest_case_0144,chk_00756,t1,trial_01063,perturb_03,True,rule_hc3,,True,False
dtest_case_0125,chk_00966,t0,trial_01064,perturb_08,True,rule_consistency,,True,False
dtest_case_0092,chk_00922,t0,trial_01065,perturb_03,True,none,,True,False
dtest_case_0364,chk_00746,t0,trial_01066,perturb_06,True,rule_hc2,,True,False
dtest_case_0174,chk_00710,t0,trial_01067,perturb_01,False,rule_consistency,ERR_CONSTRAINT,False,False
dtest_case_0334,chk_00290,t1,trial_01068,perturb_05,False,rule_typecheck,ERR_CONSTRAINT,False,False
dtest_case_0190,chk_00702,t2,trial_01069,perturb_09,True,rule_hc3,,False,False
dtest_case_0176,chk_00363,t0,trial_01070,perturb_01,False,rule_consistency,ERR_CONSTRAINT,False,False
dtest_case_0075,chk_00324,t2,trial_01071,perturb_08,True,none,,True,False
dtest_case_0196,chk_00565,t2,trial_01072,perturb_05,True,rule_hc1,,True,False
dtest_case_0152,chk_00786,t1,trial_01073,perturb_04,True,none,,True,False
dtest_case_0240,chk_00564,t2,trial_01074,perturb_06,True,rule_hc1,,False,False
dtest_case_0279,chk_00649,t1,trial_01075,perturb_03,False,none,ERR_FORMAT,False,False
dtest_case_0195,chk_00939,t2,trial_01076,perturb_09,True,rule_hc3,,True,False
dtest_case_0331,chk_00258,t1,trial_01077,perturb_00,True,rule_hc3,,False,False
dtest_case_0227,chk_00134,t0,trial_01078,perturb_05,True,rule_hc2,,False,False
dtest_case_0001,chk_00787,t0,trial_01079,perturb_01,False,rule_typecheck,ERR_TYPE,False,False
dtest_case_0195,chk_00293,t0,trial_01080,perturb_03,True,rule_consistency,,True,False
dtest_case_0348,chk_00866,t0,trial_01081,perturb_00,True,rule_consistency,,True,True
dtest_case_0018,chk_00663,t2,trial_01082,perturb_01,True,rule_hc1,,True,False
dtest_case_0358,chk_00599,t0,trial_01083,perturb_07,False,none,ERR_FORMAT,False,False
dtest_case_0328,chk_00151,t1,trial_01084,perturb_02,False,rule_hc2,ERR_SCHEMA,False,False
dtest_case_0183,chk_00701,t1,trial_01085,perturb_09,False,rule_typecheck,ERR_FORMAT,False,False
dtest_case_0141,chk_00942,t1,trial_01086,perturb_04,False,none,ERR_TYPE,False,False
dtest_case_0250,chk_00523,t1,trial_01087,perturb_08,True,rule_hc3,,True,False
dtest_case_0346,chk_00211,t0,trial_01088,perturb_00,False,rule_consistency,ERR_TYPE,False,False
dtest_case_0208,chk_00870,t2,trial_01089,perturb_04,True,rule_consistency,,True,False
dtest_case_0201,chk_00795,t2,trial_01090,perturb_01,False,rule_hc1,ERR_SCHEMA,False,True
dtest_case_0156,chk_00390,t0,trial_01091,perturb_01,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0018,chk_00506,t2,trial_01092,perturb_09,True,rule_consistency,,True,True
