case_id,descriptive_error_label,label_source,label_rule,surface_error_type,execution_error_type,schema_mismatch_flag
dtest_case_0344,syntax,heuristic,error_type_mapping_syntax_error,syntax_error,syntax_error,False
dtest_case_0345,syntax,heuristic,error_type_mapping_syntax_error,syntax_error,syntax_error,False
dtest_case_0346,execution,heuristic,error_type_mapping_execution_error,execution_error,execution_error,False
dtest_case_0347,unknown,rule,endpoint_success,none,none,False
dtest_case_0348,semantic,heuristic,error_type_mapping_semantic_error,semantic_error,semantic_error,False
dtest_case_0349,syntax,heuristic,error_type_mapping_syntax_error,syntax_error,syntax_error,False
dtest_case_0350,schema,heuristic,error_type_mapping_schema_error,schema_error,schema_error,True
dtest_case_0351,syntax,heuristic,error_type_mapping_syntax_error,syntax_error,syntax_error,False
dtest_case_0352,execution,heuristic,error_type_mapping_execution_error,execution_error,execution_error,False
dtest_case_0353,unknown,rule,endpoint_success,none,none,False
dtest_case_0354,unknown,rule,endpoint_success,none,none,False
dtest_case_0355,semantic,heuristic,error_type_mapping_semantic_error,semantic_error,semantic_error,False
dtest_case_0356,unknown,rule,endpoint_success,none,none,False
dtest_case_0357,execution,heuristic,error_type_mapping_execution_error,execution_error,execution_error,False
dtest_case_0358,semantic,heuristic,error_type_mapping_semantic_error,semantic_error,semantic_error,False
dtest_case_0359,syntax,heuristic,error_type_mapping_syntax_error,syntax_error,syntax_error,False
dtest_case_0360,execution,heuristic,error_type_mapping_execution_error,execution_error,execution_error,False
dtest_case_0361,syntax,heuristic,error_type_mapping_syntax_error,syntax_error,syntax_error,False
dtest_case_0362,semantic,heuristic,error_type_mapping_semantic_error,semantic_error,semantic_error,False
dtest_case_0363,semantic,heuristic,error_type_mapping_semantic_error,semantic_error,semantic_error,False
dtest_case_0364,execution,heuristic,error_type_mapping_execution_error,execution_error,execution_error,False
dtest_case_0365,schema,heuristic,error_type_mapping_schema_error,schema_error,schema_error,True
dtest_case_0366,semantic,heuristic,error_type_mapping_semantic_error,semantic_error,semantic_error,False
dtest_case_0367,execution,heuristic,error_type_mapping_execution_error,execution_error,execution_error,False
dtest_case_0368,unknown,rule,endpoint_success,none,none,False
