case_id,model_name,predicted_onset,predicted_pattern,score_or_rank,included_terms
dtest_case_0086,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0086,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0086,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0086,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0086,endpoint_heuristic_uniform_random_seeded,not_identifiable,boundary_case,0.237,random
dtest_case_0086,simple_step_level,t2,burst_associated_degradation,0.597,step_FE
dtest_case_0086,descriptive_error_label,t1,local_verification_collapse,0.352,error_label
dtest_case_0086,step_FE_only,t0,local_verification_collapse,0.472,step_FE
dtest_case_0086,lag_only,t1,burst_associated_degradation,0.28,lag
dtest_case_0086,A_only,none,burst_associated_degradation,0.567,A
dtest_case_0086,I_nec_only,t1,local_verification_collapse,0.208,I_nec
dtest_case_0086,A_plus_I_nec,none,boundary_case,0.5,A+I_nec
dtest_case_0086,step_FE_plus_lag,t2,boundary_case,0.52,step_FE+lag
dtest_case_0087,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0087,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0087,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0087,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0087,endpoint_heuristic_uniform_random_seeded,t0,dependency_mediated_propagation,0.456,random
dtest_case_0087,simple_step_level,t1,boundary_case,0.491,step_FE
dtest_case_0087,descriptive_error_label,t1,local_verification_collapse,0.295,error_label
dtest_case_0087,step_FE_only,t1,dependency_mediated_propagation,0.437,step_FE
dtest_case_0087,lag_only,t1,burst_associated_degradation,0.268,lag
dtest_case_0087,A_only,none,boundary_case,0.317,A
dtest_case_0087,I_nec_only,t2,local_verification_collapse,0.291,I_nec
dtest_case_0087,A_plus_I_nec,t0,dependency_mediated_propagation,0.625,A+I_nec
dtest_case_0087,step_FE_plus_lag,t1,local_verification_collapse,0.351,step_FE+lag
dtest_case_0088,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0088,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0088,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0088,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0088,endpoint_heuristic_uniform_random_seeded,t2,dependency_mediated_propagation,0.324,random
dtest_case_0088,simple_step_level,t1,burst_associated_degradation,0.342,step_FE
dtest_case_0088,descriptive_error_label,t2,local_verification_collapse,0.428,error_label
dtest_case_0088,step_FE_only,t0,dependency_mediated_propagation,0.474,step_FE
dtest_case_0088,lag_only,t1,local_verification_collapse,0.353,lag
dtest_case_0088,A_only,none,unverifiable_or_excluded,0.326,A
dtest_case_0088,I_nec_only,t0,dependency_mediated_propagation,0.425,I_nec
dtest_case_0088,A_plus_I_nec,t0,local_verification_collapse,0.613,A+I_nec
dtest_case_0088,step_FE_plus_lag,none,local_verification_collapse,0.471,step_FE+lag
dtest_case_0089,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0089,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0089,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0089,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0089,endpoint_heuristic_uniform_random_seeded,t0,burst_associated_degradation,0.283,random
dtest_case_0089,simple_step_level,t2,dependency_mediated_propagation,0.431,step_FE
dtest_case_0089,descriptive_error_label,t2,local_verification_collapse,0.356,error_label
dtest_case_0089,step_FE_only,t0,unverifiable_or_excluded,0.387,step_FE
dtest_case_0089,lag_only,none,dependency_mediated_propagation,0.334,lag
dtest_case_0089,A_only,none,boundary_case,0.358,A
dtest_case_0089,I_nec_only,t0,boundary_case,0.259,I_nec
dtest_case_0089,A_plus_I_nec,t0,boundary_case,0.51,A+I_nec
dtest_case_0089,step_FE_plus_lag,t1,boundary_case,0.505,step_FE+lag
dtest_case_0090,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0090,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0090,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0090,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0090,endpoint_heuristic_uniform_random_seeded,not_identifiable,local_verification_collapse,0.209,random
dtest_case_0090,simple_step_level,none,unverifiable_or_excluded,0.392,step_FE
dtest_case_0090,descriptive_error_label,t2,unverifiable_or_excluded,0.335,error_label
dtest_case_0090,step_FE_only,t2,boundary_case,0.451,step_FE
dtest_case_0090,lag_only,t2,unverifiable_or_excluded,0.286,lag
dtest_case_0090,A_only,none,boundary_case,0.365,A
dtest_case_0090,I_nec_only,t0,dependency_mediated_propagation,0.248,I_nec
dtest_case_0090,A_plus_I_nec,none,burst_associated_degradation,0.378,A+I_nec
dtest_case_0090,step_FE_plus_lag,t1,burst_associated_degradation,0.408,step_FE+lag
dtest_case_0091,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0091,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0091,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0091,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0091,endpoint_heuristic_uniform_random_seeded,t0,boundary_case,0.251,random
dtest_case_0091,simple_step_level,t1,burst_associated_degradation,0.596,step_FE
dtest_case_0091,descriptive_error_label,t2,dependency_mediated_propagation,0.503,error_label
dtest_case_0091,step_FE_only,none,boundary_case,0.532,step_FE
dtest_case_0091,lag_only,t0,local_verification_collapse,0.345,lag
dtest_case_0091,A_only,t0,burst_associated_degradation,0.584,A
dtest_case_0091,I_nec_only,t2,dependency_mediated_propagation,0.383,I_nec
dtest_case_0091,A_plus_I_nec,t0,boundary_case,0.573,A+I_nec
dtest_case_0091,step_FE_plus_lag,none,unverifiable_or_excluded,0.585,step_FE+lag
dtest_case_0092,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0092,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0092,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0092,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0092,endpoint_heuristic_uniform_random_seeded,t0,boundary_case,0.44,random
dtest_case_0092,simple_step_level,none,local_verification_collapse,0.531,step_FE
dtest_case_0092,descriptive_error_label,t1,boundary_case,0.469,error_label
dtest_case_0092,step_FE_only,t2,burst_associated_degradation,0.533,step_FE
dtest_case_0092,lag_only,t0,dependency_mediated_propagation,0.435,lag
dtest_case_0092,A_only,none,boundary_case,0.412,A
dtest_case_0092,I_nec_only,t2,burst_associated_degradation,0.204,I_nec
dtest_case_0092,A_plus_I_nec,t2,burst_associated_degradation,0.45,A+I_nec
dtest_case_0092,step_FE_plus_lag,t1,unverifiable_or_excluded,0.379,step_FE+lag
dtest_case_0093,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0093,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0093,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0093,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0093,endpoint_heuristic_uniform_random_seeded,t2,boundary_case,0.327,random
dtest_case_0093,simple_step_level,t0,unverifiable_or_excluded,0.448,step_FE
dtest_case_0093,descriptive_error_label,t2,local_verification_collapse,0.473,error_label
dtest_case_0093,step_FE_only,t0,dependency_mediated_propagation,0.455,step_FE
dtest_case_0093,lag_only,t2,boundary_case,0.263,lag
dtest_case_0093,A_only,t0,local_verification_collapse,0.336,A
dtest_case_0093,I_nec_only,t0,boundary_case,0.315,I_nec
dtest_case_0093,A_plus_I_nec,t0,burst_associated_degradation,0.578,A+I_nec
dtest_case_0093,step_FE_plus_lag,none,burst_associated_degradation,0.427,step_FE+lag
dtest_case_0094,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0094,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0094,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0094,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0094,endpoint_heuristic_uniform_random_seeded,not_identifiable,dependency_mediated_propagation,0.437,random
dtest_case_0094,simple_step_level,t1,unverifiable_or_excluded,0.324,step_FE
dtest_case_0094,descriptive_error_label,t1,dependency_mediated_propagation,0.295,error_label
dtest_case_0094,step_FE_only,t1,local_verification_collapse,0.534,step_FE
dtest_case_0094,lag_only,t2,boundary_case,0.313,lag
dtest_case_0094,A_only,t2,burst_associated_degradation,0.383,A
dtest_case_0094,I_nec_only,t1,burst_associated_degradation,0.31,I_nec
dtest_case_0094,A_plus_I_nec,t2,burst_associated_degradation,0.549,A+I_nec
dtest_case_0094,step_FE_plus_lag,t1,boundary_case,0.55,step_FE+lag
dtest_case_0095,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0095,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0095,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0095,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0095,endpoint_heuristic_uniform_random_seeded,not_identifiable,dependency_mediated_propagation,0.48,random
dtest_case_0095,simple_step_level,t0,burst_associated_degradation,0.419,step_FE
dtest_case_0095,descriptive_error_label,t2,boundary_case,0.439,error_label
dtest_case_0095,step_FE_only,t1,dependency_mediated_propagation,0.523,step_FE
dtest_case_0095,lag_only,t0,boundary_case,0.338,lag
dtest_case_0095,A_only,t0,burst_associated_degradation,0.516,A
dtest_case_0095,I_nec_only,none,local_verification_collapse,0.248,I_nec
dtest_case_0095,A_plus_I_nec,t0,unverifiable_or_excluded,0.587,A+I_nec
dtest_case_0095,step_FE_plus_lag,none,local_verification_collapse,0.391,step_FE+lag
dtest_case_0096,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0096,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0096,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0096,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0096,endpoint_heuristic_uniform_random_seeded,not_identifiable,dependency_mediated_propagation,0.345,random
dtest_case_0096,simple_step_level,t1,dependency_mediated_propagation,0.557,step_FE
dtest_case_0096,descriptive_error_label,t1,local_verification_collapse,0.33,error_label
dtest_case_0096,step_FE_only,t0,dependency_mediated_propagation,0.534,step_FE
dtest_case_0096,lag_only,t2,boundary_case,0.295,lag
dtest_case_0096,A_only,none,burst_associated_degradation,0.319,A
dtest_case_0096,I_nec_only,t1,boundary_case,0.329,I_nec
dtest_case_0096,A_plus_I_nec,t2,burst_associated_degradation,0.644,A+I_nec
dtest_case_0096,step_FE_plus_lag,t0,unverifiable_or_excluded,0.438,step_FE+lag
dtest_case_0097,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0097,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0097,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0097,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0097,endpoint_heuristic_uniform_random_seeded,t2,boundary_case,0.202,random
dtest_case_0097,simple_step_level,t1,burst_associated_degradation,0.32,step_FE
dtest_case_0097,descriptive_error_label,t2,boundary_case,0.359,error_label
dtest_case_0097,step_FE_only,t0,local_verification_collapse,0.415,step_FE
dtest_case_0097,lag_only,t2,boundary_case,0.393,lag
dtest_case_0097,A_only,none,unverifiable_or_excluded,0.366,A
dtest_case_0097,I_nec_only,t2,boundary_case,0.361,I_nec
dtest_case_0097,A_plus_I_nec,t2,boundary_case,0.454,A+I_nec
dtest_case_0097,step_FE_plus_lag,none,boundary_case,0.424,step_FE+lag
dtest_case_0098,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0098,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0098,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0098,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0098,endpoint_heuristic_uniform_random_seeded,not_identifiable,burst_associated_degradation,0.392,random
dtest_case_0098,simple_step_level,t1,local_verification_collapse,0.343,step_FE
dtest_case_0098,descriptive_error_label,t2,unverifiable_or_excluded,0.363,error_label
dtest_case_0098,step_FE_only,t2,unverifiable_or_excluded,0.425,step_FE
dtest_case_0098,lag_only,t2,boundary_case,0.392,lag
dtest_case_0098,A_only,t2,dependency_mediated_propagation,0.366,A
dtest_case_0098,I_nec_only,none,burst_associated_degradation,0.435,I_nec
dtest_case_0098,A_plus_I_nec,none,dependency_mediated_propagation,0.596,A+I_nec
dtest_case_0098,step_FE_plus_lag,t1,burst_associated_degradation,0.429,step_FE+lag
dtest_case_0099,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0099,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0099,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0099,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0099,endpoint_heuristic_uniform_random_seeded,t0,boundary_case,0.483,random
dtest_case_0099,simple_step_level,t1,local_verification_collapse,0.41,step_FE
dtest_case_0099,descriptive_error_label,t1,unverifiable_or_excluded,0.302,error_label
dtest_case_0099,step_FE_only,t1,unverifiable_or_excluded,0.504,step_FE
dtest_case_0099,lag_only,none,local_verification_collapse,0.28,lag
dtest_case_0099,A_only,t1,unverifiable_or_excluded,0.588,A
dtest_case_0099,I_nec_only,t0,unverifiable_or_excluded,0.241,I_nec
dtest_case_0099,A_plus_I_nec,t0,local_verification_collapse,0.622,A+I_nec
dtest_case_0099,step_FE_plus_lag,none,unverifiable_or_excluded,0.49,step_FE+lag
dtest_case_0100,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0100,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0100,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0100,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0100,endpoint_heuristic_uniform_random_seeded,t2,burst_associated_degradation,0.352,random
dtest_case_0100,simple_step_level,none,dependency_mediated_propagation,0.494,step_FE
dtest_case_0100,descriptive_error_label,t0,unverifiable_or_excluded,0.478,error_label
dtest_case_0100,step_FE_only,none,burst_associated_degradation,0.413,step_FE
dtest_case_0100,lag_only,t2,boundary_case,0.489,lag
dtest_case_0100,A_only,t1,burst_associated_degradation,0.3,A
dtest_case_0100,I_nec_only,none,local_verification_collapse,0.234,I_nec
dtest_case_0100,A_plus_I_nec,t1,dependency_mediated_propagation,0.569,A+I_nec
dtest_case_0100,step_FE_plus_lag,t1,unverifiable_or_excluded,0.512,step_FE+lag
dtest_case_0101,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0101,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0101,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0101,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0101,endpoint_heuristic_uniform_random_seeded,not_identifiable,burst_associated_degradation,0.37,random
dtest_case_0101,simple_step_level,t0,unverifiable_or_excluded,0.519,step_FE
dtest_case_0101,descriptive_error_label,t1,local_verification_collapse,0.495,error_label
dtest_case_0101,step_FE_only,t1,dependency_mediated_propagation,0.437,step_FE
dtest_case_0101,lag_only,t2,local_verification_collapse,0.423,lag
dtest_case_0101,A_only,none,boundary_case,0.502,A
dtest_case_0101,I_nec_only,t1,local_verification_collapse,0.275,I_nec
dtest_case_0101,A_plus_I_nec,t1,unverifiable_or_excluded,0.636,A+I_nec
dtest_case_0101,step_FE_plus_lag,t2,burst_associated_degradation,0.412,step_FE+lag
dtest_case_0102,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0102,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0102,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0102,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0102,endpoint_heuristic_uniform_random_seeded,t1,boundary_case,0.471,random
dtest_case_0102,simple_step_level,t0,unverifiable_or_excluded,0.559,step_FE
dtest_case_0102,descriptive_error_label,t1,boundary_case,0.308,error_label
dtest_case_0102,step_FE_only,t2,boundary_case,0.346,step_FE
dtest_case_0102,lag_only,t0,local_verification_collapse,0.399,lag
dtest_case_0102,A_only,none,boundary_case,0.332,A
dtest_case_0102,I_nec_only,none,unverifiable_or_excluded,0.254,I_nec
dtest_case_0102,A_plus_I_nec,none,boundary_case,0.407,A+I_nec
dtest_case_0102,step_FE_plus_lag,t1,burst_associated_degradation,0.434,step_FE+lag
dtest_case_0103,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0103,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0103,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0103,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0103,endpoint_heuristic_uniform_random_seeded,not_identifiable,unverifiable_or_excluded,0.309,random
dtest_case_0103,simple_step_level,t1,local_verification_collapse,0.343,step_FE
dtest_case_0103,descriptive_error_label,t2,local_verification_collapse,0.271,error_label
dtest_case_0103,step_FE_only,none,unverifiable_or_excluded,0.508,step_FE
dtest_case_0103,lag_only,t2,boundary_case,0.492,lag
dtest_case_0103,A_only,t2,unverifiable_or_excluded,0.556,A
dtest_case_0103,I_nec_only,t0,burst_associated_degradation,0.428,I_nec
dtest_case_0103,A_plus_I_nec,t1,dependency_mediated_propagation,0.64,A+I_nec
dtest_case_0103,step_FE_plus_lag,t1,burst_associated_degradation,0.44,step_FE+lag
dtest_case_0104,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0104,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0104,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0104,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0104,endpoint_heuristic_uniform_random_seeded,not_identifiable,local_verification_collapse,0.282,random
dtest_case_0104,simple_step_level,t0,local_verification_collapse,0.584,step_FE
dtest_case_0104,descriptive_error_label,t1,dependency_mediated_propagation,0.374,error_label
dtest_case_0104,step_FE_only,t2,unverifiable_or_excluded,0.508,step_FE
dtest_case_0104,lag_only,none,burst_associated_degradation,0.327,lag
dtest_case_0104,A_only,t2,boundary_case,0.417,A
dtest_case_0104,I_nec_only,t1,unverifiable_or_excluded,0.28,I_nec
dtest_case_0104,A_plus_I_nec,none,local_verification_collapse,0.454,A+I_nec
dtest_case_0104,step_FE_plus_lag,none,dependency_mediated_propagation,0.406,step_FE+lag
dtest_case_0105,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0105,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0105,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0105,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0105,endpoint_heuristic_uniform_random_seeded,not_identifiable,dependency_mediated_propagation,0.454,random
dtest_case_0105,simple_step_level,t0,unverifiable_or_excluded,0.343,step_FE
dtest_case_0105,descriptive_error_label,t1,unverifiable_or_excluded,0.425,error_label
dtest_case_0105,step_FE_only,t0,local_verification_collapse,0.449,step_FE
dtest_case_0105,lag_only,none,burst_associated_degradation,0.275,lag
dtest_case_0105,A_only,t1,local_verification_collapse,0.47,A
dtest_case_0105,I_nec_only,none,local_verification_collapse,0.304,I_nec
dtest_case_0105,A_plus_I_nec,t0,unverifiable_or_excluded,0.604,A+I_nec
dtest_case_0105,step_FE_plus_lag,t2,boundary_case,0.362,step_FE+lag
dtest_case_0106,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0106,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0106,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0106,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0106,endpoint_heuristic_uniform_random_seeded,t2,dependency_mediated_propagation,0.263,random
dtest_case_0106,simple_step_level,t0,dependency_mediated_propagation,0.406,step_FE
dtest_case_0106,descriptive_error_label,t0,local_verification_collapse,0.315,error_label
dtest_case_0106,step_FE_only,t2,dependency_mediated_propagation,0.452,step_FE
dtest_case_0106,lag_only,none,burst_associated_degradation,0.399,lag
dtest_case_0106,A_only,t2,unverifiable_or_excluded,0.598,A
dtest_case_0106,I_nec_only,none,dependency_mediated_propagation,0.235,I_nec
dtest_case_0106,A_plus_I_nec,none,dependency_mediated_propagation,0.636,A+I_nec
dtest_case_0106,step_FE_plus_lag,t1,local_verification_collapse,0.45,step_FE+lag
dtest_case_0107,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0107,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0107,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0107,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0107,endpoint_heuristic_uniform_random_seeded,t2,boundary_case,0.486,random
dtest_case_0107,simple_step_level,t1,burst_associated_degradation,0.372,step_FE
dtest_case_0107,descriptive_error_label,t2,dependency_mediated_propagation,0.468,error_label
dtest_case_0107,step_FE_only,t1,boundary_case,0.3,step_FE
dtest_case_0107,lag_only,t0,boundary_case,0.26,lag
dtest_case_0107,A_only,t0,local_verification_collapse,0.313,A
dtest_case_0107,I_nec_only,t0,burst_associated_degradation,0.428,I_nec
dtest_case_0107,A_plus_I_nec,t0,boundary_case,0.525,A+I_nec
dtest_case_0107,step_FE_plus_lag,t2,unverifiable_or_excluded,0.424,step_FE+lag
dtest_case_0108,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0108,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0108,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0108,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0108,endpoint_heuristic_uniform_random_seeded,not_identifiable,dependency_mediated_propagation,0.222,random
dtest_case_0108,simple_step_level,none,burst_associated_degradation,0.319,step_FE
dtest_case_0108,descriptive_error_label,t2,unverifiable_or_excluded,0.469,error_label
dtest_case_0108,step_FE_only,none,local_verification_collapse,0.409,step_FE
dtest_case_0108,lag_only,t2,unverifiable_or_excluded,0.398,lag
dtest_case_0108,A_only,t2,dependency_mediated_propagation,0.313,A
dtest_case_0108,I_nec_only,t1,boundary_case,0.22,I_nec
dtest_case_0108,A_plus_I_nec,t1,local_verification_collapse,0.549,A+I_nec
dtest_case_0108,step_FE_plus_lag,none,unverifiable_or_excluded,0.463,step_FE+lag
dtest_case_0109,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0109,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0109,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0109,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0109,endpoint_heuristic_uniform_random_seeded,t2,burst_associated_degradation,0.343,random
dtest_case_0109,simple_step_level,none,boundary_case,0.506,step_FE
dtest_case_0109,descriptive_error_label,t0,unverifiable_or_excluded,0.547,error_label
dtest_case_0109,step_FE_only,none,unverifiable_or_excluded,0.403,step_FE
dtest_case_0109,lag_only,t1,local_verification_collapse,0.463,lag
dtest_case_0109,A_only,t1,boundary_case,0.466,A
dtest_case_0109,I_nec_only,none,dependency_mediated_propagation,0.301,I_nec
dtest_case_0109,A_plus_I_nec,t0,local_verification_collapse,0.586,A+I_nec
dtest_case_0109,step_FE_plus_lag,t0,burst_associated_degradation,0.391,step_FE+lag
dtest_case_0110,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0110,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0110,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0110,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0110,endpoint_heuristic_uniform_random_seeded,t2,dependency_mediated_propagation,0.286,random
dtest_case_0110,simple_step_level,none,unverifiable_or_excluded,0.453,step_FE
dtest_case_0110,descriptive_error_label,t1,dependency_mediated_propagation,0.49,error_label
dtest_case_0110,step_FE_only,none,local_verification_collapse,0.319,step_FE
dtest_case_0110,lag_only,t1,dependency_mediated_propagation,0.443,lag
dtest_case_0110,A_only,none,local_verification_collapse,0.578,A
dtest_case_0110,I_nec_only,t0,dependency_mediated_propagation,0.433,I_nec
dtest_case_0110,A_plus_I_nec,t0,burst_associated_degradation,0.446,A+I_nec
dtest_case_0110,step_FE_plus_lag,none,boundary_case,0.453,step_FE+lag
dtest_case_0111,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0111,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0111,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0111,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0111,endpoint_heuristic_uniform_random_seeded,t0,dependency_mediated_propagation,0.282,random
dtest_case_0111,simple_step_level,none,boundary_case,0.345,step_FE
dtest_case_0111,descriptive_error_label,t0,unverifiable_or_excluded,0.453,error_label
dtest_case_0111,step_FE_only,t0,local_verification_collapse,0.341,step_FE
dtest_case_0111,lag_only,t2,burst_associated_degradation,0.465,lag
dtest_case_0111,A_only,t0,unverifiable_or_excluded,0.551,A
dtest_case_0111,I_nec_only,t2,unverifiable_or_excluded,0.245,I_nec
dtest_case_0111,A_plus_I_nec,t0,local_verification_collapse,0.585,A+I_nec
dtest_case_0111,step_FE_plus_lag,none,dependency_mediated_propagation,0.553,step_FE+lag
dtest_case_0112,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0112,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0112,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0112,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0112,endpoint_heuristic_uniform_random_seeded,t2,dependency_mediated_propagation,0.232,random
dtest_case_0112,simple_step_level,t0,local_verification_collapse,0.465,step_FE
dtest_case_0112,descriptive_error_label,t1,burst_associated_degradation,0.475,error_label
dtest_case_0112,step_FE_only,none,unverifiable_or_excluded,0.388,step_FE
dtest_case_0112,lag_only,none,local_verification_collapse,0.292,lag
dtest_case_0112,A_only,t2,local_verification_collapse,0.556,A
