case_id,checkpoint_id,step_position,checkpoint_text_or_structured_state,pre_verification_status,atomic_verification_pass,A_t,H_t,verifier_rule_triggered,verifier_error_code,unverifiable_flag
dtest_case_0076,dtest_case_0076_t2,t2,state_t2_for_dtest_case_0076,fail,False,0.025,0.672,burst_detector,V002,False
dtest_case_0077,dtest_case_0077_t0,t0,state_t0_for_dtest_case_0077,pass,True,0.724,0.341,,,False
dtest_case_0077,dtest_case_0077_t1,t1,state_t1_for_dtest_case_0077,pass,True,0.755,0.222,,,False
dtest_case_0077,dtest_case_0077_t2,t2,state_t2_for_dtest_case_0077,pass,True,0.88,0.313,,,False
dtest_case_0078,dtest_case_0078_t0,t0,state_t0_for_dtest_case_0078,fail,False,0.431,0.565,gate_check,,False
dtest_case_0078,dtest_case_0078_t1,t1,state_t1_for_dtest_case_0078,fail,False,0.252,0.785,pattern_matcher,V005,False
dtest_case_0078,dtest_case_0078_t2,t2,state_t2_for_dtest_case_0078,fail,False,0.258,0.545,A_threshold,V002,False
dtest_case_0079,dtest_case_0079_t0,t0,state_t0_for_dtest_case_0079,pass,True,0.841,0.036,,,False
dtest_case_0079,dtest_case_0079_t1,t1,state_t1_for_dtest_case_0079,pass,True,0.631,0.096,,,False
dtest_case_0079,dtest_case_0079_t2,t2,state_t2_for_dtest_case_0079,fail,False,0.015,0.748,A_threshold,V003,False
dtest_case_0080,dtest_case_0080_t0,t0,state_t0_for_dtest_case_0080,pass,True,0.731,0.154,,,False
dtest_case_0080,dtest_case_0080_t1,t1,state_t1_for_dtest_case_0080,unverifiable,False,0.188,0.69,A_threshold,V002,True
dtest_case_0080,dtest_case_0080_t2,t2,state_t2_for_dtest_case_0080,unverifiable,False,0.367,0.586,H_divergence,,True
dtest_case_0081,dtest_case_0081_t0,t0,state_t0_for_dtest_case_0081,pass,True,0.825,0.254,,,False
dtest_case_0081,dtest_case_0081_t1,t1,state_t1_for_dtest_case_0081,fail,False,0.401,0.894,H_divergence,V004,False
dtest_case_0081,dtest_case_0081_t2,t2,state_t2_for_dtest_case_0081,fail,False,0.064,0.543,burst_detector,V001,False
dtest_case_0082,dtest_case_0082_t0,t0,state_t0_for_dtest_case_0082,pass,True,0.802,0.124,,,False
dtest_case_0082,dtest_case_0082_t1,t1,state_t1_for_dtest_case_0082,pass,True,0.88,0.382,,,False
dtest_case_0082,dtest_case_0082_t2,t2,state_t2_for_dtest_case_0082,pass,True,0.656,0.11,,,False
dtest_case_0083,dtest_case_0083_t0,t0,state_t0_for_dtest_case_0083,pass,True,0.751,0.25,,,False
dtest_case_0083,dtest_case_0083_t1,t1,state_t1_for_dtest_case_0083,pass,True,0.996,0.309,,,False
dtest_case_0083,dtest_case_0083_t2,t2,state_t2_for_dtest_case_0083,fail,False,0.118,0.873,gate_check,,False
dtest_case_0084,dtest_case_0084_t0,t0,state_t0_for_dtest_case_0084,pass,True,0.642,0.103,,,False
dtest_case_0084,dtest_case_0084_t1,t1,state_t1_for_dtest_case_0084,pass,True,0.78,0.387,,,False
dtest_case_0084,dtest_case_0084_t2,t2,state_t2_for_dtest_case_0084,fail,False,0.304,0.569,I_nec_trigger,,False
dtest_case_0085,dtest_case_0085_t0,t0,state_t0_for_dtest_case_0085,pass,True,0.989,0.098,,,False
dtest_case_0085,dtest_case_0085_t1,t1,state_t1_for_dtest_case_0085,fail,False,0.187,0.628,burst_detector,V002,False
dtest_case_0085,dtest_case_0085_t2,t2,state_t2_for_dtest_case_0085,pass,True,0.915,0.378,,,False
dtest_case_0086,dtest_case_0086_t0,t0,state_t0_for_dtest_case_0086,pass,True,0.753,0.271,,,False
dtest_case_0086,dtest_case_0086_t1,t1,state_t1_for_dtest_case_0086,pass,True,0.842,0.214,,,False
dtest_case_0086,dtest_case_0086_t2,t2,state_t2_for_dtest_case_0086,fail,False,0.39,0.771,pattern_matcher,V002,False
dtest_case_0087,dtest_case_0087_t0,t0,state_t0_for_dtest_case_0087,fail,False,0.319,0.505,gate_check,V005,False
dtest_case_0087,dtest_case_0087_t1,t1,state_t1_for_dtest_case_0087,pass,True,0.899,0.269,,,False
dtest_case_0087,dtest_case_0087_t2,t2,state_t2_for_dtest_case_0087,unverifiable,False,0.094,0.818,A_threshold,V005,True
dtest_case_0088,dtest_case_0088_t0,t0,state_t0_for_dtest_case_0088,pass,True,0.883,0.101,,,False
dtest_case_0088,dtest_case_0088_t1,t1,state_t1_for_dtest_case_0088,fail,False,0.198,0.748,burst_detector,V003,False
dtest_case_0088,dtest_case_0088_t2,t2,state_t2_for_dtest_case_0088,fail,False,0.013,0.539,gate_check,,False
dtest_case_0089,dtest_case_0089_t0,t0,state_t0_for_dtest_case_0089,pass,True,0.619,0.202,,,False
dtest_case_0089,dtest_case_0089_t1,t1,state_t1_for_dtest_case_0089,pass,True,0.843,0.288,,,False
dtest_case_0089,dtest_case_0089_t2,t2,state_t2_for_dtest_case_0089,fail,False,0.295,0.995,pattern_matcher,,False
dtest_case_0090,dtest_case_0090_t0,t0,state_t0_for_dtest_case_0090,pass,True,0.649,0.156,,,False
dtest_case_0090,dtest_case_0090_t1,t1,state_t1_for_dtest_case_0090,pass,True,0.654,0.322,,,False
dtest_case_0090,dtest_case_0090_t2,t2,state_t2_for_dtest_case_0090,fail,False,0.462,0.731,I_nec_trigger,V003,False
dtest_case_0091,dtest_case_0091_t0,t0,state_t0_for_dtest_case_0091,fail,False,0.215,0.995,pattern_matcher,V002,False
dtest_case_0091,dtest_case_0091_t1,t1,state_t1_for_dtest_case_0091,fail,False,0.278,0.503,gate_check,V005,False
dtest_case_0091,dtest_case_0091_t2,t2,state_t2_for_dtest_case_0091,pass,True,0.988,0.32,,,False
dtest_case_0092,dtest_case_0092_t0,t0,state_t0_for_dtest_case_0092,pass,True,0.623,0.358,,,False
dtest_case_0092,dtest_case_0092_t1,t1,state_t1_for_dtest_case_0092,pass,True,0.913,0.024,,,False
dtest_case_0092,dtest_case_0092_t2,t2,state_t2_for_dtest_case_0092,pass,True,0.938,0.18,,,False
dtest_case_0093,dtest_case_0093_t0,t0,state_t0_for_dtest_case_0093,fail,False,0.419,0.985,burst_detector,,False
dtest_case_0093,dtest_case_0093_t1,t1,state_t1_for_dtest_case_0093,fail,False,0.071,0.608,H_divergence,V002,False
dtest_case_0093,dtest_case_0093_t2,t2,state_t2_for_dtest_case_0093,fail,False,0.173,0.823,A_threshold,V005,False
dtest_case_0094,dtest_case_0094_t0,t0,state_t0_for_dtest_case_0094,fail,False,0.143,0.712,A_threshold,V003,False
dtest_case_0094,dtest_case_0094_t1,t1,state_t1_for_dtest_case_0094,unverifiable,False,0.098,0.587,pattern_matcher,V003,True
dtest_case_0094,dtest_case_0094_t2,t2,state_t2_for_dtest_case_0094,unverifiable,False,0.449,0.91,gate_check,V002,True
dtest_case_0095,dtest_case_0095_t0,t0,state_t0_for_dtest_case_0095,unverifiable,False,0.011,0.874,A_threshold,,True
dtest_case_0095,dtest_case_0095_t1,t1,state_t1_for_dtest_case_0095,unverifiable,False,0.077,0.776,A_threshold,V003,True
dtest_case_0095,dtest_case_0095_t2,t2,state_t2_for_dtest_case_0095,unverifiable,False,0.404,0.954,H_divergence,V003,True
dtest_case_0096,dtest_case_0096_t0,t0,state_t0_for_dtest_case_0096,pass,True,0.746,0.091,,,False
dtest_case_0096,dtest_case_0096_t1,t1,state_t1_for_dtest_case_0096,fail,False,0.026,0.635,A_threshold,V004,False
dtest_case_0096,dtest_case_0096_t2,t2,state_t2_for_dtest_case_0096,fail,False,0.13,0.561,H_divergence,V001,False
dtest_case_0097,dtest_case_0097_t0,t0,state_t0_for_dtest_case_0097,pass,True,0.658,0.26,,,False
dtest_case_0097,dtest_case_0097_t1,t1,state_t1_for_dtest_case_0097,pass,True,0.814,0.285,,,False
dtest_case_0097,dtest_case_0097_t2,t2,state_t2_for_dtest_case_0097,fail,False,0.351,0.871,A_threshold,V002,False
dtest_case_0098,dtest_case_0098_t0,t0,state_t0_for_dtest_case_0098,pass,True,0.63,0.063,,,False
dtest_case_0098,dtest_case_0098_t1,t1,state_t1_for_dtest_case_0098,pass,True,0.801,0.243,,,False
dtest_case_0098,dtest_case_0098_t2,t2,state_t2_for_dtest_case_0098,pass,True,0.636,0.395,,,False
dtest_case_0099,dtest_case_0099_t0,t0,state_t0_for_dtest_case_0099,pass,True,0.841,0.362,,,False
dtest_case_0099,dtest_case_0099_t1,t1,state_t1_for_dtest_case_0099,pass,True,0.788,0.32,,,False
dtest_case_0099,dtest_case_0099_t2,t2,state_t2_for_dtest_case_0099,pass,True,0.906,0.102,,,False
dtest_case_0100,dtest_case_0100_t0,t0,state_t0_for_dtest_case_0100,pass,True,0.727,0.143,,,False
dtest_case_0100,dtest_case_0100_t1,t1,state_t1_for_dtest_case_0100,pass,True,0.642,0.393,,,False
dtest_case_0100,dtest_case_0100_t2,t2,state_t2_for_dtest_case_0100,fail,False,0.24,0.572,burst_detector,V005,False
dtest_case_0101,dtest_case_0101_t0,t0,state_t0_for_dtest_case_0101,fail,False,0.067,0.903,H_divergence,V002,False
dtest_case_0101,dtest_case_0101_t1,t1,state_t1_for_dtest_case_0101,pass,True,0.612,0.23,,,False
dtest_case_0101,dtest_case_0101_t2,t2,state_t2_for_dtest_case_0101,fail,False,0.447,0.531,H_divergence,V005,False
dtest_case_0102,dtest_case_0102_t0,t0,state_t0_for_dtest_case_0102,pass,True,0.801,0.095,,,False
dtest_case_0102,dtest_case_0102_t1,t1,state_t1_for_dtest_case_0102,fail,False,0.184,0.845,H_divergence,,False
dtest_case_0102,dtest_case_0102_t2,t2,state_t2_for_dtest_case_0102,fail,False,0.122,0.897,pattern_matcher,V001,False
dtest_case_0103,dtest_case_0103_t0,t0,state_t0_for_dtest_case_0103,pass,True,0.859,0.003,,,False
dtest_case_0103,dtest_case_0103_t1,t1,state_t1_for_dtest_case_0103,pass,True,0.888,0.204,,,False
dtest_case_0103,dtest_case_0103_t2,t2,state_t2_for_dtest_case_0103,fail,False,0.432,0.622,H_divergence,V001,False
dtest_case_0104,dtest_case_0104_t0,t0,state_t0_for_dtest_case_0104,pass,True,0.71,0.339,,,False
dtest_case_0104,dtest_case_0104_t1,t1,state_t1_for_dtest_case_0104,fail,False,0.159,0.525,H_divergence,,False
dtest_case_0104,dtest_case_0104_t2,t2,state_t2_for_dtest_case_0104,pass,True,0.774,0.105,,,False
dtest_case_0105,dtest_case_0105_t0,t0,state_t0_for_dtest_case_0105,fail,False,0.064,0.584,pattern_matcher,,False
dtest_case_0105,dtest_case_0105_t1,t1,state_t1_for_dtest_case_0105,fail,False,0.381,0.943,burst_detector,V004,False
dtest_case_0105,dtest_case_0105_t2,t2,state_t2_for_dtest_case_0105,fail,False,0.322,0.523,gate_check,V005,False
dtest_case_0106,dtest_case_0106_t0,t0,state_t0_for_dtest_case_0106,fail,False,0.213,0.621,pattern_matcher,V001,False
dtest_case_0106,dtest_case_0106_t1,t1,state_t1_for_dtest_case_0106,fail,False,0.381,0.744,A_threshold,V004,False
dtest_case_0106,dtest_case_0106_t2,t2,state_t2_for_dtest_case_0106,fail,False,0.286,0.839,pattern_matcher,V001,False
dtest_case_0107,dtest_case_0107_t0,t0,state_t0_for_dtest_case_0107,pass,True,0.699,0.284,,,False
dtest_case_0107,dtest_case_0107_t1,t1,state_t1_for_dtest_case_0107,fail,False,0.248,0.773,H_divergence,V001,False
dtest_case_0107,dtest_case_0107_t2,t2,state_t2_for_dtest_case_0107,fail,False,0.223,0.892,I_nec_trigger,V004,False
dtest_case_0108,dtest_case_0108_t0,t0,state_t0_for_dtest_case_0108,pass,True,0.725,0.034,,,False
dtest_case_0108,dtest_case_0108_t1,t1,state_t1_for_dtest_case_0108,pass,True,0.655,0.016,,,False
dtest_case_0108,dtest_case_0108_t2,t2,state_t2_for_dtest_case_0108,pass,True,0.688,0.276,,,False
dtest_case_0109,dtest_case_0109_t0,t0,state_t0_for_dtest_case_0109,pass,True,0.667,0.191,,,False
dtest_case_0109,dtest_case_0109_t1,t1,state_t1_for_dtest_case_0109,pass,True,0.893,0.084,,,False
dtest_case_0109,dtest_case_0109_t2,t2,state_t2_for_dtest_case_0109,pass,True,0.782,0.38,,,False
dtest_case_0110,dtest_case_0110_t0,t0,state_t0_for_dtest_case_0110,fail,False,0.107,0.726,burst_detector,,False
dtest_case_0110,dtest_case_0110_t1,t1,state_t1_for_dtest_case_0110,pass,True,0.792,0.136,,,False
dtest_case_0110,dtest_case_0110_t2,t2,state_t2_for_dtest_case_0110,pass,True,0.871,0.212,,,False
dtest_case_0111,dtest_case_0111_t0,t0,state_t0_for_dtest_case_0111,pass,True,0.935,0.384,,,False
dtest_case_0111,dtest_case_0111_t1,t1,state_t1_for_dtest_case_0111,pass,True,0.905,0.347,,,False
dtest_case_0111,dtest_case_0111_t2,t2,state_t2_for_dtest_case_0111,pass,True,0.755,0.153,,,False
dtest_case_0112,dtest_case_0112_t0,t0,state_t0_for_dtest_case_0112,pass,True,0.795,0.349,,,False
dtest_case_0112,dtest_case_0112_t1,t1,state_t1_for_dtest_case_0112,pass,True,0.641,0.16,,,False
dtest_case_0112,dtest_case_0112_t2,t2,state_t2_for_dtest_case_0112,fail,False,0.027,0.596,pattern_matcher,V005,False
dtest_case_0113,dtest_case_0113_t0,t0,state_t0_for_dtest_case_0113,fail,False,0.277,0.706,H_divergence,V002,False
dtest_case_0113,dtest_case_0113_t1,t1,state_t1_for_dtest_case_0113,fail,False,0.292,0.524,H_divergence,V003,False
dtest_case_0113,dtest_case_0113_t2,t2,state_t2_for_dtest_case_0113,fail,False,0.291,0.869,I_nec_trigger,,False
dtest_case_0114,dtest_case_0114_t0,t0,state_t0_for_dtest_case_0114,pass,True,0.619,0.1,,,False
dtest_case_0114,dtest_case_0114_t1,t1,state_t1_for_dtest_case_0114,fail,False,0.443,0.712,burst_detector,V002,False
dtest_case_0114,dtest_case_0114_t2,t2,state_t2_for_dtest_case_0114,pass,True,0.98,0.237,,,False
dtest_case_0115,dtest_case_0115_t0,t0,state_t0_for_dtest_case_0115,pass,True,0.864,0.13,,,False
dtest_case_0115,dtest_case_0115_t1,t1,state_t1_for_dtest_case_0115,pass,True,0.784,0.371,,,False
dtest_case_0115,dtest_case_0115_t2,t2,state_t2_for_dtest_case_0115,pass,True,0.924,0.377,,,False
dtest_case_0116,dtest_case_0116_t0,t0,state_t0_for_dtest_case_0116,pass,True,0.834,0.139,,,False
dtest_case_0116,dtest_case_0116_t1,t1,state_t1_for_dtest_case_0116,pass,True,0.886,0.005,,,False
dtest_case_0116,dtest_case_0116_t2,t2,state_t2_for_dtest_case_0116,pass,True,0.795,0.06,,,False
dtest_case_0117,dtest_case_0117_t0,t0,state_t0_for_dtest_case_0117,pass,True,0.815,0.301,,,False
dtest_case_0117,dtest_case_0117_t1,t1,state_t1_for_dtest_case_0117,pass,True,0.656,0.009,,,False
dtest_case_0117,dtest_case_0117_t2,t2,state_t2_for_dtest_case_0117,pass,True,0.924,0.213,,,False
dtest_case_0118,dtest_case_0118_t0,t0,state_t0_for_dtest_case_0118,fail,False,0.414,0.662,pattern_matcher,V005,False
dtest_case_0118,dtest_case_0118_t1,t1,state_t1_for_dtest_case_0118,pass,True,0.826,0.096,,,False
dtest_case_0118,dtest_case_0118_t2,t2,state_t2_for_dtest_case_0118,fail,False,0.107,0.871,I_nec_trigger,V002,False
dtest_case_0119,dtest_case_0119_t0,t0,state_t0_for_dtest_case_0119,fail,False,0.31,0.639,A_threshold,V004,False
dtest_case_0119,dtest_case_0119_t1,t1,state_t1_for_dtest_case_0119,fail,False,0.238,0.889,H_divergence,,False
dtest_case_0119,dtest_case_0119_t2,t2,state_t2_for_dtest_case_0119,fail,False,0.169,0.537,pattern_matcher,V004,False
dtest_case_0120,dtest_case_0120_t0,t0,state_t0_for_dtest_case_0120,fail,False,0.135,0.843,burst_detector,V001,False
dtest_case_0120,dtest_case_0120_t1,t1,state_t1_for_dtest_case_0120,fail,False,0.024,0.685,pattern_matcher,,False
dtest_case_0120,dtest_case_0120_t2,t2,state_t2_for_dtest_case_0120,fail,False,0.134,0.737,burst_detector,V004,False
dtest_case_0121,dtest_case_0121_t0,t0,state_t0_for_dtest_case_0121,fail,False,0.357,0.701,pattern_matcher,V004,False
dtest_case_0121,dtest_case_0121_t1,t1,state_t1_for_dtest_case_0121,fail,False,0.168,0.949,I_nec_trigger,V004,False
dtest_case_0121,dtest_case_0121_t2,t2,state_t2_for_dtest_case_0121,pass,True,0.807,0.028,,,False
dtest_case_0122,dtest_case_0122_t0,t0,state_t0_for_dtest_case_0122,fail,False,0.163,0.598,gate_check,V003,False
dtest_case_0122,dtest_case_0122_t1,t1,state_t1_for_dtest_case_0122,fail,False,0.182,0.565,A_threshold,V001,False
dtest_case_0122,dtest_case_0122_t2,t2,state_t2_for_dtest_case_0122,pass,True,0.869,0.139,,,False
dtest_case_0123,dtest_case_0123_t0,t0,state_t0_for_dtest_case_0123,pass,True,0.679,0.113,,,False
dtest_case_0123,dtest_case_0123_t1,t1,state_t1_for_dtest_case_0123,pass,True,0.802,0.03,,,False
dtest_case_0123,dtest_case_0123_t2,t2,state_t2_for_dtest_case_0123,pass,True,0.882,0.276,,,False
dtest_case_0124,dtest_case_0124_t0,t0,state_t0_for_dtest_case_0124,pass,True,0.823,0.377,,,False
dtest_case_0124,dtest_case_0124_t1,t1,state_t1_for_dtest_case_0124,pass,True,0.904,0.285,,,False
dtest_case_0124,dtest_case_0124_t2,t2,state_t2_for_dtest_case_0124,pass,True,0.921,0.273,,,False
dtest_case_0125,dtest_case_0125_t0,t0,state_t0_for_dtest_case_0125,pass,True,0.621,0.229,,,False
dtest_case_0125,dtest_case_0125_t1,t1,state_t1_for_dtest_case_0125,fail,False,0.441,0.792,gate_check,V002,False
dtest_case_0125,dtest_case_0125_t2,t2,state_t2_for_dtest_case_0125,fail,False,0.149,0.924,A_threshold,,False
dtest_case_0126,dtest_case_0126_t0,t0,state_t0_for_dtest_case_0126,pass,True,0.855,0.384,,,False
dtest_case_0126,dtest_case_0126_t1,t1,state_t1_for_dtest_case_0126,pass,True,0.964,0.072,,,False
dtest_case_0126,dtest_case_0126_t2,t2,state_t2_for_dtest_case_0126,pass,True,0.865,0.317,,,False
dtest_case_0127,dtest_case_0127_t0,t0,state_t0_for_dtest_case_0127,pass,True,1.0,0.218,,,False
dtest_case_0127,dtest_case_0127_t1,t1,state_t1_for_dtest_case_0127,pass,True,0.91,0.398,,,False
dtest_case_0127,dtest_case_0127_t2,t2,state_t2_for_dtest_case_0127,fail,False,0.159,0.537,burst_detector,V002,False
dtest_case_0128,dtest_case_0128_t0,t0,state_t0_for_dtest_case_0128,pass,True,0.638,0.075,,,False
dtest_case_0128,dtest_case_0128_t1,t1,state_t1_for_dtest_case_0128,pass,True,0.802,0.297,,,False
dtest_case_0128,dtest_case_0128_t2,t2,state_t2_for_dtest_case_0128,pass,True,0.782,0.264,,,False
dtest_case_0129,dtest_case_0129_t0,t0,state_t0_for_dtest_case_0129,pass,True,0.952,0.364,,,False
dtest_case_0129,dtest_case_0129_t1,t1,state_t1_for_dtest_case_0129,pass,True,0.924,0.282,,,False
dtest_case_0129,dtest_case_0129_t2,t2,state_t2_for_dtest_case_0129,fail,False,0.191,0.547,burst_detector,V003,False
dtest_case_0130,dtest_case_0130_t0,t0,state_t0_for_dtest_case_0130,pass,True,0.618,0.084,,,False
dtest_case_0130,dtest_case_0130_t1,t1,state_t1_for_dtest_case_0130,pass,True,0.777,0.011,,,False
dtest_case_0130,dtest_case_0130_t2,t2,state_t2_for_dtest_case_0130,pass,True,0.987,0.123,,,False
dtest_case_0131,dtest_case_0131_t0,t0,state_t0_for_dtest_case_0131,pass,True,0.873,0.249,,,False
dtest_case_0131,dtest_case_0131_t1,t1,state_t1_for_dtest_case_0131,pass,True,0.829,0.282,,,False
dtest_case_0131,dtest_case_0131_t2,t2,state_t2_for_dtest_case_0131,pass,True,0.712,0.11,,,False
dtest_case_0132,dtest_case_0132_t0,t0,state_t0_for_dtest_case_0132,fail,False,0.322,0.876,I_nec_trigger,V002,False
dtest_case_0132,dtest_case_0132_t1,t1,state_t1_for_dtest_case_0132,pass,True,0.906,0.267,,,False
dtest_case_0132,dtest_case_0132_t2,t2,state_t2_for_dtest_case_0132,pass,True,0.768,0.136,,,False
dtest_case_0133,dtest_case_0133_t0,t0,state_t0_for_dtest_case_0133,pass,True,0.615,0.143,,,False
dtest_case_0133,dtest_case_0133_t1,t1,state_t1_for_dtest_case_0133,pass,True,0.699,0.383,,,False
dtest_case_0133,dtest_case_0133_t2,t2,state_t2_for_dtest_case_0133,pass,True,0.733,0.223,,,False
dtest_case_0134,dtest_case_0134_t0,t0,state_t0_for_dtest_case_0134,pass,True,0.971,0.253,,,False
dtest_case_0134,dtest_case_0134_t1,t1,state_t1_for_dtest_case_0134,pass,True,0.816,0.108,,,False
dtest_case_0134,dtest_case_0134_t2,t2,state_t2_for_dtest_case_0134,pass,True,0.737,0.025,,,False
dtest_case_0135,dtest_case_0135_t0,t0,state_t0_for_dtest_case_0135,fail,False,0.065,0.718,H_divergence,V001,False
dtest_case_0135,dtest_case_0135_t1,t1,state_t1_for_dtest_case_0135,fail,False,0.482,0.99,gate_check,V004,False
dtest_case_0135,dtest_case_0135_t2,t2,state_t2_for_dtest_case_0135,fail,False,0.339,0.967,burst_detector,V001,False
dtest_case_0136,dtest_case_0136_t0,t0,state_t0_for_dtest_case_0136,pass,True,0.842,0.152,,,False
dtest_case_0136,dtest_case_0136_t1,t1,state_t1_for_dtest_case_0136,fail,False,0.099,0.751,burst_detector,V005,False
dtest_case_0136,dtest_case_0136_t2,t2,state_t2_for_dtest_case_0136,pass,True,0.7,0.058,,,False
dtest_case_0137,dtest_case_0137_t0,t0,state_t0_for_dtest_case_0137,pass,True,0.676,0.306,,,False
dtest_case_0137,dtest_case_0137_t1,t1,state_t1_for_dtest_case_0137,fail,False,0.173,0.791,gate_check,V005,False
dtest_case_0137,dtest_case_0137_t2,t2,state_t2_for_dtest_case_0137,fail,False,0.024,0.851,H_divergence,V005,False
dtest_case_0138,dtest_case_0138_t0,t0,state_t0_for_dtest_case_0138,pass,True,0.824,0.318,,,False
dtest_case_0138,dtest_case_0138_t1,t1,state_t1_for_dtest_case_0138,fail,False,0.295,0.599,gate_check,V003,False
dtest_case_0138,dtest_case_0138_t2,t2,state_t2_for_dtest_case_0138,fail,False,0.295,0.595,H_divergence,V001,False
dtest_case_0139,dtest_case_0139_t0,t0,state_t0_for_dtest_case_0139,pass,True,0.679,0.342,,,False
dtest_case_0139,dtest_case_0139_t1,t1,state_t1_for_dtest_case_0139,fail,False,0.213,0.518,H_divergence,V001,False
dtest_case_0139,dtest_case_0139_t2,t2,state_t2_for_dtest_case_0139,pass,True,0.791,0.29,,,False
dtest_case_0140,dtest_case_0140_t0,t0,state_t0_for_dtest_case_0140,pass,True,0.968,0.182,,,False
dtest_case_0140,dtest_case_0140_t1,t1,state_t1_for_dtest_case_0140,unverifiable,False,0.125,0.809,gate_check,V001,True
dtest_case_0140,dtest_case_0140_t2,t2,state_t2_for_dtest_case_0140,unverifiable,False,0.385,0.568,I_nec_trigger,,True
dtest_case_0141,dtest_case_0141_t0,t0,state_t0_for_dtest_case_0141,pass,True,0.711,0.082,,,False
dtest_case_0141,dtest_case_0141_t1,t1,state_t1_for_dtest_case_0141,fail,False,0.229,0.76,H_divergence,V005,False
dtest_case_0141,dtest_case_0141_t2,t2,state_t2_for_dtest_case_0141,pass,True,0.862,0.129,,,False
dtest_case_0142,dtest_case_0142_t0,t0,state_t0_for_dtest_case_0142,fail,False,0.054,0.531,pattern_matcher,V003,False
dtest_case_0142,dtest_case_0142_t1,t1,state_t1_for_dtest_case_0142,fail,False,0.101,0.829,burst_detector,V005,False
dtest_case_0142,dtest_case_0142_t2,t2,state_t2_for_dtest_case_0142,fail,False,0.262,0.501,gate_check,V004,False
dtest_case_0143,dtest_case_0143_t0,t0,state_t0_for_dtest_case_0143,fail,False,0.013,0.631,pattern_matcher,V003,False
dtest_case_0143,dtest_case_0143_t1,t1,state_t1_for_dtest_case_0143,fail,False,0.417,0.545,gate_check,,False
dtest_case_0143,dtest_case_0143_t2,t2,state_t2_for_dtest_case_0143,fail,False,0.387,0.949,I_nec_trigger,V003,False
dtest_case_0144,dtest_case_0144_t0,t0,state_t0_for_dtest_case_0144,pass,True,0.671,0.091,,,False
dtest_case_0144,dtest_case_0144_t1,t1,state_t1_for_dtest_case_0144,pass,True,0.929,0.351,,,False
dtest_case_0144,dtest_case_0144_t2,t2,state_t2_for_dtest_case_0144,fail,False,0.34,0.757,I_nec_trigger,V004,False
dtest_case_0145,dtest_case_0145_t0,t0,state_t0_for_dtest_case_0145,pass,True,0.992,0.08,,,False
dtest_case_0145,dtest_case_0145_t1,t1,state_t1_for_dtest_case_0145,pass,True,0.925,0.385,,,False
dtest_case_0145,dtest_case_0145_t2,t2,state_t2_for_dtest_case_0145,pass,True,0.84,0.267,,,False
dtest_case_0146,dtest_case_0146_t0,t0,state_t0_for_dtest_case_0146,pass,True,0.793,0.06,,,False
dtest_case_0146,dtest_case_0146_t1,t1,state_t1_for_dtest_case_0146,pass,True,0.721,0.123,,,False
dtest_case_0146,dtest_case_0146_t2,t2,state_t2_for_dtest_case_0146,fail,False,0.02,0.721,burst_detector,V001,False
dtest_case_0147,dtest_case_0147_t0,t0,state_t0_for_dtest_case_0147,fail,False,0.02,0.843,A_threshold,V003,False
dtest_case_0147,dtest_case_0147_t1,t1,state_t1_for_dtest_case_0147,fail,False,0.397,0.627,burst_detector,V005,False
dtest_case_0147,dtest_case_0147_t2,t2,state_t2_for_dtest_case_0147,fail,False,0.218,0.778,A_threshold,V003,False
dtest_case_0148,dtest_case_0148_t0,t0,state_t0_for_dtest_case_0148,pass,True,0.837,0.285,,,False
dtest_case_0148,dtest_case_0148_t1,t1,state_t1_for_dtest_case_0148,fail,False,0.4,0.789,gate_check,,False
dtest_case_0148,dtest_case_0148_t2,t2,state_t2_for_dtest_case_0148,fail,False,0.338,0.842,gate_check,,False
dtest_case_0149,dtest_case_0149_t0,t0,state_t0_for_dtest_case_0149,fail,False,0.369,0.671,gate_check,V005,False
dtest_case_0149,dtest_case_0149_t1,t1,state_t1_for_dtest_case_0149,pass,True,0.867,0.013,,,False
dtest_case_0149,dtest_case_0149_t2,t2,state_t2_for_dtest_case_0149,fail,False,0.441,0.912,gate_check,V003,False
dtest_case_0150,dtest_case_0150_t0,t0,state_t0_for_dtest_case_0150,fail,False,0.374,0.509,pattern_matcher,V002,False
dtest_case_0150,dtest_case_0150_t1,t1,state_t1_for_dtest_case_0150,pass,True,0.701,0.247,,,False
dtest_case_0150,dtest_case_0150_t2,t2,state_t2_for_dtest_case_0150,fail,False,0.015,0.941,A_threshold,V002,False
dtest_case_0151,dtest_case_0151_t0,t0,state_t0_for_dtest_case_0151,pass,True,0.61,0.18,,,False
dtest_case_0151,dtest_case_0151_t1,t1,state_t1_for_dtest_case_0151,pass,True,0.755,0.243,,,False
dtest_case_0151,dtest_case_0151_t2,t2,state_t2_for_dtest_case_0151,fail,False,0.277,0.758,A_threshold,V002,False
dtest_case_0152,dtest_case_0152_t0,t0,state_t0_for_dtest_case_0152,fail,False,0.197,0.662,A_threshold,V005,False
dtest_case_0152,dtest_case_0152_t1,t1,state_t1_for_dtest_case_0152,fail,False,0.276,0.792,burst_detector,V001,False
dtest_case_0152,dtest_case_0152_t2,t2,state_t2_for_dtest_case_0152,fail,False,0.046,0.978,A_threshold,V005,False
dtest_case_0153,dtest_case_0153_t0,t0,state_t0_for_dtest_case_0153,fail,False,0.186,0.933,burst_detector,V002,False
